PrId,nncid,interaction
Q9UL18,n342875,1
Q9Y6M1,n342875,1
Q15717,n342883,1
Q15717,n342892,1
Q15717,n342895,1
Q9NZI8,n342913,1
Q9UKV8,n342913,1
Q9UL18,n342913,1
Q13148,n342914,1
Q15717,n342926,1
O00425,n342927,1
P26599,n342927,1
Q49AS9,n342927,1
P26599,n342929,1
P26599,n342938,1
P31483,n342957,1
Q15717,n342957,1
Q49AS9,n342957,1
Q15717,n342961,1
Q15717,n342980,1
O94992,n342985,1
P05455,n342985,1
P17735,n342985,1
P31483,n342985,1
P50750,n342985,1
Q01844,n342985,1
Q13148,n342985,1
Q49AS9,n342985,1
Q4G0J3,n342985,1
Q6IPL9,n342985,1
O00425,n342988,1
P31483,n342988,1
Q9Y6M1,n342988,1
B7ZL34,n342994,1
O00425,n342994,1
P35637,n342994,1
Q15717,n342994,1
Q9UKV8,n342994,1
Q9Y6M1,n342994,1
P31269,n342998,1
P61964,n342998,1
Q7Z3B3,n342998,1
O00425,n343005,1
Q15717,n343005,1
Q49AS9,n343005,1
Q9UKV8,n343005,1
O00425,n343016,1
P26599,n343016,1
P31483,n343016,1
P35637,n343016,1
Q01844,n343016,1
Q07955,n343016,1
Q15717,n343016,1
Q49AS9,n343016,1
Q9NZI8,n343016,1
Q9UKV8,n343016,1
Q9UL18,n343016,1
Q9Y6M1,n343016,1
Q15717,n343017,1
Q49AS9,n343017,1
Q9UKV8,n343017,1
Q15717,n343018,1
Q49AS9,n343018,1
Q9NZI8,n343018,1
Q9UKV8,n343018,1
Q9Y6M1,n343018,1
O76094,n343030,1
P09132,n343030,1
P37108,n343030,1
P49458,n343030,1
P61011,n343030,1
Q13148,n343030,1
Q8IUX4,n343030,1
Q9HCE1,n343030,1
Q9UHB9,n343030,1
P15172,n343053,1
P17844,n343053,1
P37231,n343053,1
P49711,n343053,1
Q13595,n343053,1
Q15788,n343053,1
Q8N3U4,n343053,1
Q92841,n343053,1
O00425,n343060,1
P23246,n343060,1
P26599,n343060,1
P31483,n343060,1
P35637,n343060,1
Q01844,n343060,1
Q07955,n343060,1
Q13148,n343060,1
Q15233,n343060,1
Q15717,n343060,1
Q49AS9,n343060,1
Q8NDV7,n343060,1
Q8WXF1,n343060,1
Q96PU8,n343060,1
Q9NZI8,n343060,1
Q9Y6M1,n343060,1
P04637,n343062,1
P04637,n343066,1
P26599,n343066,1
B7ZL34,n343067,1
O00425,n343067,1
O60341,n343067,1
Q13127,n343067,1
Q15022,n343067,1
Q15717,n343067,1
Q15910,n343067,1
Q9NZI8,n343067,1
Q9UKL0,n343067,1
Q9UKV8,n343067,1
Q9Y6M1,n343067,1
P04150,n343071,1
Q07955,n343071,1
Q9HCE1,n343071,1
Q9UKV8,n343071,1
Q9UL18,n343071,1
Q9Y6M1,n343071,1
P05455,n343085,1
P11940,n343085,1
P37108,n343085,1
P49458,n343085,1
P60842,n343085,1
Q06787,n343085,1
Q13148,n343085,1
Q49AS9,n343085,1
Q96DU9,n343085,1
O00425,n343087,1
P35637,n343087,1
Q07955,n343087,1
Q15717,n343087,1
Q9HCE1,n343087,1
Q9NZI8,n343087,1
Q9UKV8,n343087,1
Q9UL18,n343087,1
Q9Y6M1,n343087,1
Q13148,n344453,1
O43251,n344454,1
P26599,n344454,1
P31483,n344454,1
Q13148,n344455,1
O00425,n344457,1
P31483,n344457,1
Q13148,n344457,1
Q15717,n344457,1
Q49AS9,n344457,1
Q9NZI8,n344457,1
Q9UKV8,n344457,1
Q9UL18,n344457,1
Q9Y6M1,n344457,1
P31483,n344461,1
Q13148,n344461,1
Q15717,n344461,1
Q49AS9,n344461,1
Q07955,n344472,1
Q49AS9,n344488,1
P31483,n344490,1
Q13148,n344490,1
Q15717,n344490,1
Q49AS9,n344490,1
Q9UKV8,n344490,1
Q9Y6M1,n344490,1
Q07955,n344496,1
O00425,n344508,1
Q15717,n344514,1
Q9UKV8,n344514,1
O00425,n344528,1
O00425,n344530,1
P31483,n344530,1
Q15717,n344530,1
Q49AS9,n344530,1
Q9HCE1,n344530,1
Q9NZI8,n344530,1
Q9UKV8,n344530,1
Q9UL18,n344530,1
Q9Y6M1,n344530,1
P31483,n344531,1
Q15717,n344531,1
Q15717,n344534,1
Q9NZI8,n344534,1
Q9UKV8,n344534,1
O00425,n344547,1
P35637,n344547,1
Q01844,n344547,1
Q15717,n344547,1
Q9NZI8,n344547,1
Q9UKV8,n344547,1
Q9Y6M1,n344547,1
Q13148,n344551,1
P31483,n344559,1
Q15717,n344559,1
O00425,n344574,1
P31483,n344574,1
P35637,n344574,1
Q01844,n344574,1
Q15717,n344574,1
Q49AS9,n344574,1
Q96PU8,n344574,1
Q9NZI8,n344574,1
Q9Y6M1,n344574,1
Q07955,n344578,1
P26599,n344588,1
Q49AS9,n344588,1
Q07955,n344589,1
Q49AS9,n344589,1
Q13148,n344598,1
Q15717,n344598,1
O00425,n344601,1
P31483,n344601,1
P35637,n344601,1
Q15717,n344601,1
Q9NZI8,n344601,1
Q9UKV8,n344601,1
Q9Y6M1,n344601,1
P26599,n344612,1
P35637,n344627,1
O00425,n344628,1
P35637,n344628,1
Q8NDV7,n344638,1
Q15717,n344646,1
Q49AS9,n344646,1
Q9UKV8,n344646,1
Q9Y6M1,n344646,1
O00425,n344649,1
Q15717,n344649,1
O00425,n344651,1
P31483,n344651,1
Q9Y6M1,n344651,1
Q15717,n344652,1
Q49AS9,n344652,1
O00425,n344656,1
Q07955,n344656,1
Q49AS9,n344656,1
Q9NZI8,n344656,1
Q07955,n344658,1
Q15717,n344658,1
Q49AS9,n344658,1
Q9UKV8,n344658,1
Q9UL18,n344658,1
Q9Y6M1,n344662,1
Q15717,n344664,1
Q9NZI8,n344664,1
Q9UKV8,n344664,1
Q15717,n344667,1
Q13148,n344675,1
O00425,n344687,1
P35637,n344687,1
Q01844,n344687,1
Q07955,n344687,1
Q15717,n344687,1
Q49AS9,n344687,1
Q9NZI8,n344687,1
Q9UKV8,n344687,1
Q9Y6M1,n344687,1
B7ZL34,n344691,1
O00425,n344691,1
P35637,n344691,1
Q01844,n344691,1
Q15717,n344691,1
Q49AS9,n344691,1
Q9NZI8,n344691,1
Q9Y6M1,n344691,1
O00425,n344699,1
Q9NZI8,n344699,1
Q13148,n344701,1
Q13148,n344705,1
Q49AS9,n344705,1
Q49AS9,n344711,1
Q13148,n344719,1
O00425,n344720,1
P31483,n344720,1
Q15717,n344720,1
Q49AS9,n344720,1
Q9Y6M1,n344720,1
O00425,n344721,1
Q9NZI8,n344721,1
Q07955,n344724,1
Q15717,n344724,1
Q49AS9,n344724,1
P26599,n344726,1
O00425,n344741,1
P35637,n344741,1
Q15717,n344741,1
Q49AS9,n344741,1
Q9NZI8,n344741,1
Q9UKV8,n344741,1
Q9UL18,n344741,1
Q9Y6M1,n344741,1
O00425,n344745,1
P35637,n344745,1
Q01844,n344745,1
Q15717,n344745,1
Q49AS9,n344745,1
Q8NDV7,n344745,1
Q9NZI8,n344745,1
Q9UKV8,n344745,1
Q9Y6M1,n344745,1
O00425,n344748,1
P31483,n344748,1
P35637,n344748,1
Q07955,n344748,1
Q15717,n344748,1
Q49AS9,n344748,1
Q9NZI8,n344748,1
Q9UKV8,n344748,1
Q9UL18,n344748,1
Q9Y6M1,n344748,1
O00425,n344749,1
P31483,n344749,1
Q49AS9,n344749,1
Q9NZI8,n344749,1
P26599,n344758,1
P35637,n344758,1
Q15717,n344758,1
Q49AS9,n344760,1
Q07955,n344768,1
Q15717,n344768,1
Q9HCE1,n344768,1
Q13148,n344771,1
O00425,n344775,1
P35637,n344775,1
Q13148,n344775,1
Q15717,n344775,1
Q96PU8,n344775,1
Q9NZI8,n344775,1
Q9Y6M1,n344775,1
P35637,n344791,1
Q01844,n344791,1
Q07955,n344791,1
Q15717,n344791,1
O00425,n344798,1
Q13148,n344798,1
Q15717,n344798,1
Q9UKV8,n344798,1
Q49AS9,n344799,1
Q15717,n344803,1
Q9NZI8,n344803,1
Q9Y6M1,n344803,1
Q15717,n344805,1
Q15717,n344807,1
O00425,n344808,1
Q15717,n344808,1
Q9NZI8,n344808,1
Q9UKV8,n344808,1
Q9UL18,n344808,1
Q9Y6M1,n344808,1
O00425,n344814,1
P31483,n344814,1
P35637,n344814,1
Q13148,n344814,1
Q15717,n344814,1
Q49AS9,n344814,1
Q9NZI8,n344814,1
Q9UKV8,n344814,1
Q9Y6M1,n344814,1
O00425,n344818,1
Q07955,n344818,1
Q9Y6M1,n344818,1
Q07955,n344848,1
Q15717,n344848,1
O00425,n344860,1
P35637,n344860,1
Q15717,n344860,1
Q9HCE1,n344860,1
P26599,n344861,1
O00425,n344868,1
B7ZL34,n344871,1
O00425,n344871,1
Q01844,n344871,1
Q07955,n344871,1
Q15717,n344871,1
Q96PU8,n344871,1
Q9HCE1,n344871,1
Q9NZI8,n344871,1
Q9Y6M1,n344871,1
Q13148,n344880,1
Q15717,n344880,1
O00425,n344894,1
Q9NZI8,n344894,1
Q15717,n344899,1
Q13148,n344907,1
Q15717,n344907,1
Q15717,n344909,1
P35637,n344916,1
Q15717,n344916,1
O00425,n344924,1
Q15717,n344924,1
Q9Y6M1,n344924,1
P35637,n344930,1
Q13148,n344930,1
Q15717,n344930,1
O00425,n344931,1
Q9NZI8,n344931,1
Q9Y6M1,n344931,1
Q96PU8,n344939,1
Q07955,n344940,1
Q13148,n344941,1
P35637,n344943,1
O00425,n344949,1
P26599,n344957,1
Q15717,n344958,1
O00425,n344960,1
P35637,n344960,1
Q01844,n344960,1
Q13148,n344960,1
Q15717,n344960,1
Q9NZI8,n344960,1
Q9Y6M1,n344960,1
Q49AS9,n344972,1
O00425,n344980,1
Q15717,n344988,1
Q13148,n344992,1
B7ZL34,n344995,1
O00425,n344995,1
P35637,n344995,1
Q01844,n344995,1
Q15717,n344995,1
Q9HCE1,n344995,1
Q9NZI8,n344995,1
Q9Y6M1,n344995,1
Q13148,n345003,1
P35637,n345006,1
P26599,n345012,1
Q15717,n345012,1
O00425,n345014,1
Q49AS9,n345014,1
Q15717,n345025,1
Q15717,n345026,1
P26599,n345031,1
Q13148,n345032,1
Q15717,n345032,1
Q15717,n345038,1
P35637,n345040,1
Q13148,n345040,1
Q15717,n345040,1
Q49AS9,n345044,1
O00425,n345045,1
Q15717,n345045,1
Q8NDV7,n345045,1
Q9NZI8,n345045,1
Q9Y6M1,n345045,1
Q13148,n345046,1
Q15717,n345059,1
Q49AS9,n345068,1
Q07955,n345070,1
Q15717,n345077,1
Q9NZI8,n345077,1
Q9Y6M1,n345077,1
Q07955,n345088,1
P35637,n345091,1
Q01844,n345091,1
Q15717,n345091,1
Q9HCE1,n345091,1
P35637,n345105,1
Q15717,n345105,1
P35637,n345110,1
P35637,n345117,1
Q01844,n345117,1
Q15717,n345117,1
Q9HCE1,n345117,1
P35637,n345138,1
Q15717,n345138,1
Q9UKV8,n345138,1
Q9UL18,n345138,1
P35637,n345139,1
Q9HCE1,n345139,1
Q9NZI8,n345139,1
Q9Y6M1,n345139,1
P26599,n345156,1
P31483,n345168,1
Q13148,n345168,1
Q49AS9,n345168,1
Q49AS9,n345173,1
B7ZL34,n345175,1
Q15717,n345175,1
Q9UKV8,n345175,1
Q13148,n345179,1
P31483,n345186,1
Q13148,n345186,1
Q15717,n345207,1
Q07955,n345221,1
Q15717,n345221,1
Q49AS9,n345221,1
Q07955,n345229,1
P31483,n345232,1
P35637,n345232,1
Q07955,n345232,1
Q15717,n345232,1
Q9UKV8,n345232,1
Q9UL18,n345232,1
Q15717,n345248,1
Q13148,n345249,1
Q13148,n345251,1
O00425,n345255,1
O00425,n345260,1
Q15717,n345270,1
Q15717,n345271,1
Q9UKV8,n345277,1
Q9UL18,n345277,1
Q15717,n345281,1
Q13148,n345288,1
Q15717,n345288,1
Q49AS9,n345289,1
Q13148,n345293,1
O00425,n345298,1
Q13148,n345298,1
P31483,n345310,1
P35637,n345310,1
Q13148,n345310,1
Q15717,n345310,1
P35637,n345323,1
Q13148,n345323,1
Q15717,n345337,1
Q15717,n345338,1
Q15717,n345357,1
Q13148,n345382,1
O00425,n345385,1
P35637,n345385,1
Q01844,n345385,1
Q15717,n345385,1
Q8NDV7,n345385,1
Q9HCE1,n345385,1
Q9NZI8,n345385,1
Q9UKV8,n345385,1
Q9UL18,n345385,1
Q9Y6M1,n345385,1
B7ZL34,n345386,1
O00425,n345386,1
P31483,n345386,1
P35637,n345386,1
Q01844,n345386,1
Q07955,n345386,1
Q13148,n345386,1
Q15717,n345386,1
Q49AS9,n345386,1
Q9HCE1,n345386,1
Q9NZI8,n345386,1
Q9UKV8,n345386,1
Q9UL18,n345386,1
Q9Y6M1,n345386,1
P26599,n345391,1
Q15717,n345408,1
Q01844,n345418,1
B7ZL34,n345433,1
P31483,n345433,1
Q15717,n345433,1
Q49AS9,n345433,1
O00425,n345437,1
P26599,n345437,1
P31483,n345437,1
P35637,n345437,1
Q01844,n345437,1
Q07955,n345437,1
Q13148,n345437,1
Q15717,n345437,1
Q49AS9,n345437,1
Q9HCE1,n345437,1
Q9NZI8,n345437,1
Q9UKV8,n345437,1
Q9UL18,n345437,1
Q9Y6M1,n345437,1
Q8NDV7,n345449,1
Q96PU8,n345449,1
Q9UKV8,n345449,1
Q9UL18,n345449,1
O00425,n345457,1
Q13148,n345457,1
Q15717,n345457,1
Q49AS9,n345457,1
Q9NZI8,n345457,1
Q9Y6M1,n345457,1
Q15717,n345465,1
Q13148,n345468,1
Q01844,n345473,1
Q15717,n345473,1
Q9HCE1,n345473,1
P35637,n345474,1
Q15717,n345474,1
P31483,n345483,1
Q07955,n345486,1
Q07955,n345501,1
Q9HCE1,n345502,1
P35637,n345506,1
Q15717,n345527,1
Q9Y6M1,n345527,1
O00425,n345544,1
P35637,n345544,1
Q15717,n345557,1
Q49AS9,n345558,1
Q15717,n345559,1
O00425,n345568,1
O00425,n345574,1
Q13148,n345574,1
Q15717,n345574,1
Q9Y6M1,n345574,1
Q15717,n345589,1
Q13148,n345612,1
Q13148,n345613,1
Q15717,n345622,1
P31483,n345630,1
Q49AS9,n345630,1
Q13148,n345636,1
Q15717,n345636,1
Q9NZI8,n345637,1
Q9Y6M1,n345637,1
O00425,n345641,1
Q9NZI8,n345641,1
Q9Y6M1,n345641,1
Q15717,n345647,1
O00425,n345648,1
Q9Y6M1,n345648,1
B7ZL34,n345653,1
O00425,n345653,1
P31483,n345653,1
P35637,n345653,1
Q01844,n345653,1
Q15717,n345653,1
Q49AS9,n345653,1
Q9NZI8,n345653,1
Q9Y6M1,n345653,1
P35637,n345666,1
P26599,n345668,1
Q15717,n345668,1
P35637,n345670,1
Q01844,n345670,1
Q15717,n345670,1
Q49AS9,n345670,1
Q9HCE1,n345670,1
Q07955,n345674,1
O00425,n345685,1
P31483,n345685,1
Q07955,n345685,1
Q15717,n345685,1
Q49AS9,n345685,1
Q9UKV8,n345685,1
P31483,n345686,1
Q15717,n345686,1
O00425,n345694,1
Q15717,n345694,1
Q9NZI8,n345694,1
Q9UKV8,n345694,1
Q9Y6M1,n345694,1
Q49AS9,n345696,1
Q07955,n345697,1
P35637,n345701,1
Q07955,n345707,1
P35637,n345721,1
Q07955,n345742,1
P31483,n345746,1
Q15717,n345746,1
Q49AS9,n345746,1
O00425,n345751,1
P26599,n345751,1
Q15717,n345751,1
Q49AS9,n345751,1
Q9NZI8,n345751,1
Q07955,n345754,1
Q07955,n345779,1
O00425,n345781,1
P31483,n345781,1
Q15717,n345781,1
Q49AS9,n345781,1
Q9NZI8,n345781,1
Q9Y6M1,n345781,1
Q07955,n345799,1
O00425,n345800,1
P35637,n345800,1
Q49AS9,n345800,1
Q9HCE1,n345800,1
Q9NZI8,n345800,1
Q9Y6M1,n345800,1
Q07955,n345802,1
Q13148,n345807,1
Q15717,n345807,1
Q9NZI8,n345807,1
Q9Y6M1,n345807,1
Q07955,n345813,1
Q07955,n345831,1
P26599,n345832,1
Q13148,n345839,1
Q01844,n345847,1
Q15717,n345850,1
O00425,n345852,1
Q9NZI8,n345852,1
Q9Y6M1,n345852,1
Q07955,n345861,1
P31483,n345885,1
Q07955,n345885,1
Q49AS9,n345885,1
Q49AS9,n345887,1
Q07955,n345888,1
Q07955,n345903,1
Q13148,n345904,1
Q07955,n345909,1
O00425,n345912,1
Q07955,n345912,1
Q9HCE1,n345912,1
Q9NZI8,n345912,1
Q9Y6M1,n345912,1
Q07955,n345915,1
Q15717,n345915,1
Q07955,n345916,1
Q07955,n345925,1
O00425,n345934,1
P35637,n345934,1
Q13148,n345934,1
Q15717,n345934,1
Q49AS9,n345934,1
P31483,n345935,1
Q49AS9,n345935,1
Q07955,n345939,1
Q07955,n345943,1
Q15717,n345954,1
Q9UKV8,n345955,1
Q9UL18,n345955,1
O00425,n345957,1
Q07955,n345957,1
Q9NZI8,n345957,1
Q07955,n345960,1
O00425,n345966,1
Q07955,n345971,1
Q9NZI8,n345971,1
P35637,n345975,1
Q07955,n345975,1
Q07955,n345977,1
O00425,n345981,1
Q15717,n345981,1
Q9HCE1,n345981,1
Q07955,n345988,1
Q15717,n346007,1
Q07955,n346012,1
O00425,n346031,1
Q15717,n346031,1
Q07955,n346033,1
Q15717,n346033,1
Q07955,n346040,1
Q9UKV8,n346040,1
Q07955,n346041,1
P31483,n346051,1
Q49AS9,n346051,1
Q07955,n346060,1
P26599,n346066,1
Q07955,n346067,1
Q07955,n346075,1
Q07955,n346078,1
O00425,n346082,1
P35637,n346082,1
Q15717,n346082,1
Q9NZI8,n346082,1
Q9UKV8,n346082,1
Q9UL18,n346082,1
Q9Y6M1,n346082,1
O00425,n346094,1
Q01844,n346094,1
Q9NZI8,n346094,1
Q9Y6M1,n346094,1
O00425,n346101,1
P31483,n346101,1
Q13148,n346101,1
Q15717,n346101,1
Q49AS9,n346101,1
Q96PU8,n346101,1
Q9NZI8,n346101,1
Q9Y6M1,n346101,1
P26599,n346109,1
Q9UKV8,n346109,1
O00425,n346110,1
Q07955,n346110,1
Q9NZI8,n346110,1
Q07955,n346116,1
Q07955,n346126,1
Q9Y6M1,n346126,1
O00425,n346128,1
Q07955,n346128,1
Q15717,n346128,1
Q9UKV8,n346128,1
O00425,n346137,1
Q07955,n346137,1
Q15717,n346137,1
Q9UKV8,n346137,1
Q15717,n346143,1
Q49AS9,n346143,1
Q9Y6M1,n346143,1
O00425,n346167,1
Q15717,n346167,1
Q9NZI8,n346167,1
Q9UKV8,n346167,1
Q9Y6M1,n346167,1
Q07955,n346171,1
P31483,n346177,1
P31483,n346186,1
Q13148,n346186,1
Q49AS9,n346186,1
P26599,n346188,1
Q13148,n346188,1
P31483,n346189,1
Q13148,n346189,1
Q15717,n346189,1
Q49AS9,n346189,1
Q07955,n346196,1
O00425,n346200,1
P31483,n346200,1
P35637,n346200,1
Q07955,n346200,1
Q15717,n346200,1
Q9NZI8,n346200,1
Q9Y6M1,n346200,1
Q07955,n346205,1
Q15717,n346211,1
Q07955,n346227,1
Q07955,n346236,1
O00425,n346238,1
Q07955,n346238,1
Q9NZI8,n346238,1
Q9Y6M1,n346238,1
Q07955,n346260,1
Q07955,n346272,1
Q07955,n346282,1
P31483,n346288,1
Q49AS9,n346288,1
Q07955,n346299,1
Q07955,n346311,1
B7ZL34,n346329,1
Q07955,n346332,1
Q9NZI8,n346334,1
Q07955,n346337,1
Q07955,n346348,1
Q07955,n346354,1
O00425,n346361,1
Q9NZI8,n346361,1
Q9Y6M1,n346370,1
Q07955,n346372,1
P35637,n346373,1
Q9HCE1,n346376,1
Q07955,n346383,1
Q07955,n346385,1
Q15717,n346385,1
Q9Y6M1,n346385,1
Q07955,n346396,1
Q07955,n346397,1
O00425,n346398,1
P31483,n346398,1
P35637,n346398,1
Q15717,n346398,1
Q49AS9,n346398,1
Q9NZI8,n346398,1
Q9UKV8,n346398,1
Q9Y6M1,n346398,1
P26599,n346404,1
Q15717,n346404,1
Q9UKV8,n346416,1
Q9UL18,n346416,1
Q49AS9,n346422,1
O00425,n346426,1
Q07955,n346426,1
Q15717,n346426,1
Q9UKV8,n346426,1
O00425,n346428,1
P35637,n346430,1
Q15717,n346430,1
Q49AS9,n346448,1
Q07955,n346460,1
Q07955,n346461,1
O00425,n346464,1
Q9NZI8,n346464,1
Q9Y6M1,n346464,1
Q07955,n346467,1
Q07955,n346472,1
Q07955,n346477,1
Q15717,n346481,1
Q07955,n346492,1
Q9NZI8,n346492,1
Q07955,n346494,1
Q07955,n346497,1
O00425,n346510,1
Q07955,n346517,1
Q07955,n346520,1
Q07955,n346521,1
O00425,n346523,1
Q07955,n346523,1
Q9NZI8,n346523,1
P31483,n346525,1
O00425,n346528,1
Q07955,n346528,1
Q15717,n346528,1
Q49AS9,n346528,1
Q9NZI8,n346528,1
Q9UKV8,n346528,1
Q9UL18,n346528,1
Q9Y6M1,n346528,1
Q07955,n346532,1
O00425,n346533,1
P35637,n346533,1
Q01844,n346533,1
Q07955,n346533,1
Q15717,n346533,1
Q9NZI8,n346533,1
Q9UKV8,n346533,1
Q9Y6M1,n346533,1
P35637,n346535,1
Q01844,n346535,1
Q13148,n346535,1
Q15717,n346535,1
Q49AS9,n346535,1
Q9HCE1,n346535,1
O00425,n346537,1
Q01844,n346537,1
Q15717,n346537,1
Q9NZI8,n346537,1
Q9UKV8,n346537,1
Q9UL18,n346537,1
Q9Y6M1,n346537,1
Q07955,n346545,1
Q15717,n346545,1
Q49AS9,n346545,1
Q8NDV7,n346551,1
Q9Y6M1,n346551,1
O00425,n346558,1
Q07955,n346558,1
O00425,n363297,1
Q15717,n363314,1
P26599,n363315,1
Q07955,n363337,1
P35637,n363347,1
Q15717,n363351,1
Q15717,n363356,1
Q15717,n363381,1
Q07955,n363468,1
O00425,n363484,1
P35637,n363484,1
Q01844,n363484,1
Q15717,n363484,1
Q9NZI8,n363484,1
Q9Y6M1,n363484,1
Q9NZI8,n363491,1
Q15717,n363537,1
Q15717,n363566,1
Q9UKV8,n363566,1
Q07955,n363616,1
Q07955,n363631,1
P31483,n363651,1
Q8NDV7,n363658,1
O00425,n363690,1
Q8NDV7,n363690,1
Q9NZI8,n363690,1
O00425,n363765,1
Q9NZI8,n363765,1
Q9Y6M1,n363765,1
Q9Y6M1,n363811,1
Q49AS9,n363878,1
Q15717,n363902,1
O00425,n363904,1
Q9NZI8,n363904,1
P31483,n363933,1
Q13148,n363933,1
Q15717,n363933,1
Q49AS9,n363933,1
Q9NZI8,n363933,1
Q07955,n363945,1
Q07955,n363948,1
Q15717,n364039,1
Q13148,n364085,1
Q49AS9,n364088,1
P31483,n364139,1
Q07955,n364139,1
Q96PU8,n364158,1
Q9NZI8,n364168,1
P31483,n364180,1
P35637,n364180,1
Q13148,n364181,1
Q07955,n364206,1
Q07955,n364244,1
Q15717,n364269,1
Q07955,n364336,1
Q07955,n364340,1
Q13148,n364378,1
Q07955,n364410,1
O00425,n364507,1
P31483,n364511,1
Q8NDV7,n364511,1
Q9UKV8,n364511,1
Q9UL18,n364511,1
Q15717,n364518,1
Q15717,n364544,1
Q15717,n364545,1
O00425,n364548,1
Q15717,n364548,1
Q96PU8,n364548,1
Q15717,n364558,1
Q15717,n364570,1
Q13148,n364596,1
Q07955,n364685,1
O00425,n364686,1
Q9NZI8,n364686,1
Q07955,n364729,1
Q13148,n364734,1
O00425,n364760,1
Q15717,n364760,1
O00425,n364842,1
O00425,n364975,1
P31483,n364975,1
Q49AS9,n364975,1
Q15717,n365285,1
Q49AS9,n365315,1
P31483,n365323,1
O00425,n365366,1
Q49AS9,n365413,1
P35637,n365451,1
Q15717,n365451,1
Q13148,n365469,1
Q15717,n365489,1
O00425,n365492,1
Q07955,n365543,1
Q15717,n365550,1
P35637,n365664,1
Q01844,n365664,1
Q15717,n365664,1
Q49AS9,n365664,1
Q9HCE1,n365664,1
O00425,n365737,1
Q9NZI8,n365737,1
Q9Y6M1,n365737,1
Q13148,n365837,1
Q15717,n365866,1
Q9UKV8,n365880,1
Q9UL18,n365880,1
Q9Y6M1,n365884,1
Q49AS9,n365920,1
Q07955,n365972,1
P31483,n366290,1
Q15717,n366290,1
Q15717,n366331,1
Q49AS9,n366357,1
Q13148,n366395,1
Q13148,n366396,1
P31483,n366554,1
Q07955,n366704,1
B7ZL34,n366714,1
Q01844,n366714,1
P26599,n366756,1
P26599,n366788,1
Q15717,n366913,1
Q07955,n367049,1
Q13148,n367096,1
Q13148,n367124,1
Q15717,n367142,1
Q07955,n367143,1
P35637,n367152,1
Q15717,n367182,1
Q07955,n367218,1
Q15717,n367363,1
Q15717,n367375,1
P31483,n367422,1
Q15717,n367422,1
Q49AS9,n367422,1
Q13148,n367426,1
Q15717,n367519,1
Q15717,n367640,1
Q9NZI8,n367640,1
Q9UKV8,n367640,1
P26599,n367646,1
Q15717,n367646,1
Q49AS9,n367646,1
P26599,n367650,1
P35637,n367651,1
Q15717,n367651,1
Q49AS9,n367676,1
Q49AS9,n367774,1
O00425,n367775,1
P35637,n367775,1
Q07955,n367775,1
Q15717,n367775,1
Q15717,n367848,1
Q15717,n367885,1
P35637,n367887,1
Q15717,n367887,1
Q9UKV8,n367887,1
Q13148,n367989,1
Q01844,n368098,1
Q15717,n368098,1
P31483,n368106,1
Q49AS9,n368106,1
Q13148,n368394,1
Q13148,n368395,1
Q13148,n368396,1
Q13148,n368397,1
Q13148,n368398,1
Q15717,n368443,1
P31483,n368447,1
Q13148,n368511,1
Q8NDV7,n368608,1
O00425,n368610,1
Q15717,n368610,1
Q9NZI8,n368610,1
Q9UKV8,n368610,1
Q9Y6M1,n368610,1
Q49AS9,n368624,1
Q9NZI8,n368627,1
P31483,n368637,1
Q13148,n368637,1
Q15717,n368637,1
Q49AS9,n368637,1
Q9UKV8,n368727,1
Q9UL18,n368727,1
O00425,n368759,1
P35637,n368764,1
Q01844,n368764,1
O00425,n368786,1
Q8NDV7,n368786,1
Q9NZI8,n368786,1
Q15717,n369093,1
Q15717,n369186,1
P31483,n369243,1
Q8NDV7,n369376,1
P31483,n369419,1
Q15717,n369419,1
Q49AS9,n369419,1
Q01844,n369453,1
Q49AS9,n369469,1
Q49AS9,n369487,1
P35637,n369505,1
B7ZL34,n369512,1
Q07955,n369512,1
Q15717,n369512,1
Q9NZI8,n369512,1
Q9Y6M1,n369512,1
Q15717,n369663,1
Q07955,n369699,1
Q13148,n369735,1
Q07955,n369769,1
Q49AS9,n369808,1
O00425,n369876,1
P35637,n369876,1
Q07955,n369876,1
Q9Y6M1,n369876,1
Q15717,n369879,1
Q9UKV8,n369879,1
Q49AS9,n369881,1
Q13148,n369925,1
Q07955,n369955,1
Q07955,n369984,1
Q15717,n369984,1
Q9HCE1,n369984,1
Q15717,n369995,1
Q15717,n369997,1
P31483,n370008,1
Q49AS9,n370013,1
Q15717,n370058,1
Q07955,n370070,1
Q49AS9,n370090,1
Q07955,n370117,1
Q9Y6M1,n370126,1
P26599,n370152,1
Q13148,n370153,1
Q07955,n370180,1
Q15717,n370180,1
P31483,n370205,1
Q49AS9,n370205,1
B7ZL34,n370290,1
Q8NDV7,n370290,1
Q96PU8,n370290,1
Q15717,n370423,1
P35637,n370452,1
Q13148,n370540,1
Q15717,n370540,1
Q13148,n370542,1
Q49AS9,n370571,1
P31483,n370574,1
Q15717,n370574,1
Q49AS9,n370574,1
P31483,n370698,1
Q49AS9,n370698,1
P35637,n370709,1
Q15717,n370725,1
Q15717,n370849,1
P26599,n370880,1
Q15717,n370880,1
Q13148,n370923,1
Q9HCE1,n370930,1
Q07955,n370995,1
Q9HCE1,n370995,1
Q07955,n371206,1
P26599,n371225,1
Q15717,n371273,1
Q15717,n371301,1
Q9UKV8,n371301,1
Q9UL18,n371301,1
P31483,n371342,1
P35637,n371453,1
Q01844,n371552,1
P26599,n371587,1
