,ncIdentifier,prIdentifier,interaction
5299,n406409,Q9NZI8,1
5300,n346430,Q15717,1
5301,n384605,Q07955,1
5302,n383862,Q13148,1
5303,n375209,Q07955,1
5304,n384140,Q9HCE1,1
5305,n408131,Q9UL18,1
5306,n408131,Q9UKV8,1
5307,n408131,Q9H9G7,1
5308,n408131,Q9HCK5,1
5309,n345856,Q49AS9,1
5310,n372578,Q15717,1
5311,n377214,Q15717,1
5312,n344808,Q15717,1
5313,n375603,Q49AS9,1
5314,n385102,Q9NZI8,1
5315,n345637,Q9NZI8,1
5316,n344540,O00425,1
5317,n368610,O00425,1
5318,n344745,Q86X94,1
5319,n344930,Q13148,1
5320,n345091,Q15717,1
5321,n384770,Q15717,1
5322,n344995,Q15717,1
5323,n406134,Q15717,1
5324,n387718,Q07955,1
5325,n381409,P35637,1
5326,n383805,Q15717,1
5327,n387722,Q13148,1
5328,n406336,Q49AS9,1
5329,n378749,Q07955,1
5330,n346535,P35637,1
5331,n385685,Q15717,1
5332,n380693,Q13148,1
5333,n372205,Q15717,1
5334,n344778,P35637,1
5335,n345373,Q15717,1
5336,n384210,Q15717,1
5337,n345957,O00425,1
5338,n379406,Q9NZI8,1
5339,n377677,Q15717,1
5340,n345246,Q15717,1
5341,n384767,Q15717,1
5342,n381846,P31483,1
5343,n411615,Q15717,1
5344,n381720,B7ZL34,1
5345,n382000,Q9Y6M1,1
5346,n345105,P35637,1
5347,n383958,Q07955,1
5348,n407602,O00425,1
5349,n373434,Q49AS9,1
5350,n406480,Q15717,1
5351,n381805,Q15717,1
5352,n368610,Q9UKV8,1
5353,n386623,Q07955,1
5354,n407114,Q01844,1
5355,n408119,Q9UL18,1
5356,n408119,Q9UKV8,1
5357,n408119,Q9H9G7,1
5358,n408119,Q9HCK5,1
5359,n379442,Q15717,1
5360,n387060,B7ZL34,1
5361,n385240,Q9NZI8,1
5362,n376979,P26599,1
5363,n410189,O00425,1
5364,n382231,P35637,1
5365,n344775,P35637,1
5366,n407195,Q9UL18,1
5367,n407195,Q9UKV8,1
5368,n407195,Q9H9G7,1
5369,n407195,Q9HCK5,1
5370,n381280,P31483,1
5371,n386260,Q9HCE1,1
5372,n387016,Q07955,1
5373,n379212,P31483,1
5374,n346535,Q86X94,1
5375,n380399,Q9UKV8,1
5376,n367661,Q49AS9,1
5377,n384754,Q15717,1
5378,n372953,Q15717,1
5379,n380064,O00425,1
5380,n363337,Q07955,1
5381,n406409,O00425,1
5382,n382511,Q9HCE1,1
5383,n345386,Q9HCE1,1
5384,n405912,O00425,1
5385,n370618,Q86X94,1
5386,n381022,P26599,1
5387,n410153,Q15717,1
5388,n345386,Q86X94,1
5389,n369419,Q49AS9,1
5390,n409115,Q07955,1
5391,n406488,Q15717,1
5392,n344793,Q15717,1
5393,n381280,Q13148,1
5394,n405504,Q9UKV8,1
5395,n409707,Q9NZI8,1
5396,n344547,P35637,1
5397,n378100,Q15717,1
5398,n387265,Q9Y6M1,1
5399,n379850,Q07955,1
5400,n381623,P26599,1
5401,n345580,Q13148,1
5402,n344965,P26599,1
5403,n385729,B7ZL34,1
5404,n386328,Q13148,1
5405,n346238,O00425,1
5406,n380714,Q9UKV8,1
5407,n377170,Q15717,1
5408,n405665,Q01844,1
5409,n385730,Q01844,1
5410,n385729,Q49AS9,1
5411,n345574,Q13148,1
5412,n345044,Q49AS9,1
5413,n377236,P31483,1
5414,n406277,Q07955,1
5415,n385511,Q01844,1
5416,n385822,Q15717,1
5417,n345395,P35637,1
5418,n346188,P26599,1
5419,n345455,P26599,1
5420,n385291,Q15717,1
5421,n407257,Q9HCE1,1
5422,n367775,Q07955,1
5423,n346535,Q9HCE1,1
5424,n344534,Q9UKV8,1
5425,n344720,Q49AS9,1
5426,n381789,Q13148,1
5427,n383186,Q9UKV8,1
5428,n363351,Q15717,1
5429,n379281,P35637,1
5430,n370180,Q15717,1
5431,n344569,Q13148,1
5432,n383265,Q13148,1
5433,n345006,P35637,1
5434,n345707,Q07955,1
5435,n382184,Q15717,1
5436,n377932,Q15717,1
5437,n346533,Q9NZI8,1
5438,n386034,Q15717,1
5439,n377799,P31483,1
5440,n405982,Q07955,1
5441,n384996,Q49AS9,1
5442,n344659,B7ZL34,1
5443,n383080,Q9NZI8,1
5444,n345685,Q07955,1
5445,n381057,Q9Y6M1,1
5446,n344461,Q13148,1
5447,n386682,Q15717,1
5448,n386682,P31483,1
5449,n386539,Q15717,1
5450,n381846,B7ZL34,1
5451,n345170,Q01844,1
5452,n344885,Q15717,1
5453,n409519,Q49AS9,1
5454,n379129,Q13148,1
5455,n386691,Q07955,1
5456,n381557,Q9HCE1,1
5457,n409320,Q15717,1
5458,n407573,Q96PU8,1
5459,n385468,Q49AS9,1
5460,n384209,Q49AS9,1
5461,n374520,O00425,1
5462,n405614,Q15717,1
5463,n379107,P26599,1
5464,n387063,Q86X94,1
5465,n345138,Q15717,1
5466,n408354,Q15717,1
5467,n383718,P26599,1
5468,n386025,Q49AS9,1
5469,n344931,Q9NZI8,1
5470,n345304,O00425,1
5471,n385261,Q15717,1
5472,n385729,O00425,1
5473,n381280,Q9HCE1,1
5474,n367646,Q15717,1
5475,n384234,Q15717,1
5476,n379122,Q9NZI8,1
5477,n370849,Q15717,1
5478,n408116,Q01844,1
5479,n346528,Q9UL18,1
5480,n346528,Q9UKV8,1
5481,n346528,Q9H9G7,1
5482,n346528,Q9HCK5,1
5483,n344741,Q9Y6M1,1
5484,n407550,Q9Y6M1,1
5485,n346101,Q49AS9,1
5486,n383076,Q07955,1
5487,n379480,Q15717,1
5488,n344720,Q15717,1
5489,n345248,Q15717,1
5490,n344916,P35637,1
5491,n406336,Q15717,1
5492,n408895,Q07955,1
5493,n410042,Q15717,1
5494,n344941,Q13148,1
5495,n385519,Q9NZI8,1
5496,n384936,Q9UL18,1
5497,n384936,Q9UKV8,1
5498,n384936,Q9H9G7,1
5499,n384936,Q9HCK5,1
5500,n384332,Q15717,1
5501,n382094,O43251,1
5502,n381323,B7ZL34,1
5503,n406900,Q9UKV8,1
5504,n381375,Q07955,1
5505,n407283,Q07955,1
5506,n410722,O00425,1
5507,n377788,P31483,1
5508,n364139,P31483,1
5509,n382930,Q15717,1
5510,n406134,Q15717,1
5511,n367422,P31483,1
5512,n378063,Q07955,1
5513,n381057,Q01844,1
5514,n377660,Q07955,1
5515,n381200,Q15717,1
5516,n378782,Q49AS9,1
5517,n409707,Q15717,1
5518,n345457,Q15717,1
5519,n345458,Q9Y6M1,1
5520,n384686,O00425,1
5521,n405691,Q07955,1
5522,n372674,Q15717,1
5523,n385822,Q9UKV8,1
5524,n368044,P35637,1
5525,n405993,Q15717,1
5526,n346116,Q07955,1
5527,n344755,Q49AS9,1
5528,n405487,Q9Y6M1,1
5529,n344687,P35637,1
5530,n377214,P35637,1
5531,n381430,Q9UKV8,1
5532,n410105,Q9NZI8,1
5533,n346533,Q9Y6M1,1
5534,n381846,Q9Y6M1,1
5535,n367887,Q9UKV8,1
5536,n346041,Q07955,1
5537,n384858,Q13148,1
5538,n378478,P35637,1
5539,n345647,Q15717,1
5540,n408241,Q07955,1
5541,n344530,Q15717,1
5542,n383634,Q15717,1
5543,n385130,P35637,1
5544,n384605,O00425,1
5545,n386492,Q49AS9,1
5546,n375526,P31483,1
5547,n410191,Q9NZI8,1
5548,n379841,Q15717,1
5549,n381979,Q07955,1
5550,n366714,Q01844,1
5551,n345574,Q9Y6M1,1
5552,n382553,Q49AS9,1
5553,n383747,P35637,1
5554,n385667,Q15717,1
5555,n385059,Q15717,1
5556,n382502,Q15717,1
5557,n344996,Q9UL18,1
5558,n344996,Q9UKV8,1
5559,n344996,Q9H9G7,1
5560,n344996,Q9HCK5,1
5561,n384655,Q15717,1
5562,n344745,Q49AS9,1
5563,n383556,O00425,1
5564,n345670,P35637,1
5565,n386110,Q07955,1
5566,n382927,Q07955,1
5567,n377707,Q07955,1
5568,n368447,P31483,1
5569,n407163,Q07955,1
5570,n408071,Q07955,1
5571,n345781,P31483,1
5572,n410161,Q15717,1
5573,n344748,Q9UL18,1
5574,n344748,Q9UKV8,1
5575,n344748,Q9H9G7,1
5576,n344748,Q9HCK5,1
5577,n407749,Q49AS9,1
5578,n344778,P26599,1
5579,n407887,Q49AS9,1
5580,n378714,O00425,1
5581,n386231,Q15717,1
5582,n344656,Q9NZI8,1
5583,n374660,Q49AS9,1
5584,n384936,Q15717,1
5585,n407721,P35637,1
5586,n409084,P31483,1
5587,n381409,Q15717,1
5588,n385240,Q07955,1
5589,n344627,P35637,1
5590,n381509,Q15717,1
5591,n385210,Q49AS9,1
5592,n346186,P31483,1
5593,n406480,Q15717,1
5594,n384720,Q15717,1
5595,n379718,Q15717,1
5596,n405569,Q9Y6M1,1
5597,n384936,Q15717,1
5598,n382094,Q49AS9,1
5599,n410671,Q86X94,1
5600,n344741,P35637,1
5601,n344530,Q9UKV8,1
5602,n344871,Q9Y6M1,1
5603,n381430,Q9NZI8,1
5604,n382015,Q15717,1
5605,n386332,Q9HCE1,1
5606,n369769,Q07955,1
5607,n383236,Q9UKV8,1
5608,n381344,Q9Y6M1,1
5609,n407249,Q07955,1
5610,n386025,Q9UKV8,1
5611,n346535,Q15717,1
5612,n407311,Q86X94,1
5613,n379340,Q9NZI8,1
5614,n406145,Q49AS9,1
5615,n375683,Q15717,1
5616,n385947,Q13148,1
5617,n346545,Q49AS9,1
5618,n385512,O00425,1
5619,n410638,P35637,1
5620,n365737,Q9NZI8,1
5621,n344678,Q49AS9,1
5622,n345934,Q49AS9,1
5623,n345449,Q8NDV7,1
5624,n345449,Q9UPQ9,1
5625,n345449,Q9HCJ0,1
5626,n344659,Q9HCE1,1
5627,n344814,Q15717,1
5628,n409143,Q13148,1
5629,n382233,Q13148,1
5630,n386025,O00425,1
5631,n383218,Q15717,1
5632,n386538,Q9UL18,1
5633,n386538,Q9UKV8,1
5634,n386538,Q9H9G7,1
5635,n386538,Q9HCK5,1
5636,n385185,P26599,1
5637,n408220,Q9Y6M1,1
5638,n382286,Q9NZI8,1
5639,n378094,Q01844,1
5640,n382094,Q15717,1
5641,n374538,Q07955,1
5642,n405912,Q07955,1
5643,n384624,Q9UL18,1
5644,n384624,Q9UKV8,1
5645,n384624,Q9H9G7,1
5646,n384624,Q9HCK5,1
5647,n405399,Q07955,1
5648,n344574,Q49AS9,1
5649,n344748,Q15717,1
5650,n381623,Q15717,1
5651,n385370,P26599,1
5652,n411142,Q15717,1
5653,n411680,Q07955,1
5654,n407071,O00425,1
5655,n344808,O00425,1
5656,n345473,Q15717,1
5657,n386448,Q9NZI8,1
5658,n385725,Q49AS9,1
5659,n406931,Q15717,1
5660,n384215,Q9UKV8,1
5661,n374530,Q15717,1
5662,n367989,Q13148,1
5663,n385519,O00425,1
5664,n376203,Q9UL18,1
5665,n376203,Q9UKV8,1
5666,n376203,Q9H9G7,1
5667,n376203,Q9HCK5,1
5668,n384996,O00425,1
5669,n382698,Q07955,1
5670,n344748,P35637,1
5671,n386025,Q15717,1
5672,n365664,Q49AS9,1
5673,n381184,Q15717,1
5674,n384270,Q15717,1
5675,n344814,Q15717,1
5676,n407887,P31483,1
5677,n345800,P35637,1
5678,n376275,Q13148,1
5679,n382059,Q49AS9,1
5680,n365323,P31483,1
5681,n363651,P31483,1
5682,n344741,Q9NZI8,1
5683,n382094,B7ZL34,1
5684,n345059,Q15717,1
5685,n346398,Q9NZI8,1
5686,n377771,O00425,1
5687,n408302,Q07955,1
5688,n346464,O00425,1
5689,n344775,Q15717,1
5690,n381720,Q15717,1
5691,n346329,B7ZL34,1
5692,n381430,P35637,1
5693,n384228,Q49AS9,1
5694,n381057,Q49AS9,1
5695,n376985,P26599,1
5696,n407922,Q15717,1
5697,n406883,Q15717,1
5698,n381846,P26599,1
5699,n377642,Q15717,1
5700,n387602,Q9Y6M1,1
5701,n381773,Q9UL18,1
5702,n381773,Q9UKV8,1
5703,n381773,Q9H9G7,1
5704,n381773,Q9HCK5,1
5705,n386735,Q15717,1
5706,n407550,O00425,1
5707,n345630,Q49AS9,1
5708,n379114,Q13148,1
5709,n345421,Q15717,1
5710,n384073,P26599,1
5711,n381846,Q13148,1
5712,n368106,Q49AS9,1
5713,n344517,Q49AS9,1
5714,n384480,Q9UL18,1
5715,n384480,Q9UKV8,1
5716,n384480,Q9H9G7,1
5717,n384480,Q9HCK5,1
5718,n409172,Q07955,1
5719,n406296,Q49AS9,1
5720,n381521,P35637,1
5721,n346404,P26599,1
5722,n387060,Q9Y6M1,1
5723,n344659,Q01844,1
5724,n383230,Q9NZI8,1
5725,n386735,Q15717,1
5726,n384210,Q49AS9,1
5727,n384770,P31483,1
5728,n370205,Q49AS9,1
5729,n344574,O00425,1
5730,n370618,O00425,1
5731,n344540,O43251,1
5732,n378866,O00425,1
5733,n382037,P35637,1
5734,n406480,Q9Y6M1,1
5735,n383209,Q9Y6M1,1
5736,n344658,Q07955,1
5737,n381216,Q13148,1
5738,n406866,O00425,1
5739,n346227,Q07955,1
5740,n379350,O00425,1
5741,n345322,Q13148,1
5742,n345777,Q9NZI8,1
5743,n384703,Q15717,1
5744,n373886,Q15717,1
5745,n370452,P35637,1
5746,n381557,Q8NDV7,1
5747,n381557,Q9UPQ9,1
5748,n381557,Q9HCJ0,1
5749,n346167,O00425,1
5750,n379692,Q15717,1
5751,n345433,P31483,1
5752,n381184,O00425,1
5753,n385229,O00425,1
5754,n379340,P31483,1
5755,n382975,Q49AS9,1
5756,n377672,Q15717,1
5757,n377932,P35637,1
5758,n406154,Q9NZI8,1
5759,n363933,Q15717,1
5760,n385245,Q07955,1
5761,n381351,Q9HCE1,1
5762,n378107,P35637,1
5763,n386976,O00425,1
5764,n344778,Q9UKV8,1
5765,n410487,Q9NZI8,1
5766,n345934,P35637,1
5767,n385123,Q15717,1
5768,n346464,Q9NZI8,1
5769,n380148,Q15717,1
5770,n411679,Q07955,1
5771,n384227,Q8NDV7,1
5772,n384227,Q9UPQ9,1
5773,n384227,Q9HCJ0,1
5774,n363765,Q9Y6M1,1
5775,n385727,Q15717,1
5776,n383730,P35637,1
5777,n377300,Q13148,1
5778,n381846,Q15717,1
5779,n344808,Q9Y6M1,1
5780,n384202,P35637,1
5781,n378880,P35637,1
5782,n385185,B7ZL34,1
5783,n405705,Q07955,1
5784,n384936,Q9UKV8,1
5785,n364975,O00425,1
5786,n371301,Q15717,1
5787,n377818,Q9NZI8,1
5788,n381623,Q13148,1
5789,n345934,Q15717,1
5790,n363765,Q9NZI8,1
5791,n377859,P26599,1
5792,n381011,Q15717,1
5793,n345405,Q13148,1
5794,n387393,Q9HCE1,1
5795,n386735,Q01844,1
5796,n410457,Q01844,1
5797,n382643,Q15717,1
5798,n345666,P35637,1
5799,n377932,Q9NZI8,1
5800,n344748,Q15717,1
5801,n379406,Q49AS9,1
5802,n344960,O00425,1
5803,n383233,Q15717,1
5804,n344709,Q9Y6M1,1
5805,n382077,P35637,1
5806,n386682,Q49AS9,1
5807,n378252,Q96PU8,1
5808,n345070,Q07955,1
5809,n379043,Q07955,1
5810,n410063,Q9Y6M1,1
5811,n410105,Q9Y6M1,1
5812,n377799,Q01844,1
5813,n385130,Q13148,1
5814,n371342,P31483,1
5815,n345277,Q9UL18,1
5816,n345277,Q9UKV8,1
5817,n345277,Q9H9G7,1
5818,n345277,Q9HCK5,1
5819,n382474,Q07955,1
5820,n385229,Q9NZI8,1
5821,n371301,Q15717,1
5822,n386532,P26599,1
5823,n385725,P35637,1
5824,n407447,O00425,1
5825,n385425,B7ZL34,1
5826,n387722,Q9NZI8,1
5827,n407588,Q15717,1
5828,n382511,Q15717,1
5829,n344778,Q15717,1
5830,n387210,Q15717,1
5831,n344490,Q9UKV8,1
5832,n344775,Q9Y6M1,1
5833,n383236,Q9UKV8,1
5834,n383033,O00425,1
5835,n407413,Q9Y6M1,1
5836,n346545,Q07955,1
5837,n405460,P31483,1
5838,n385145,P31483,1
5839,n346430,Q15717,1
5840,n407071,Q15717,1
5841,n407346,P26599,1
5842,n346200,Q15717,1
5843,n344720,P31483,1
5844,n377769,O43251,1
5845,n376189,Q15717,1
5846,n344547,Q9UKV8,1
5847,n344758,Q15717,1
5848,n345751,P26599,1
5849,n345653,B7ZL34,1
5850,n406992,Q15717,1
5851,n345405,Q15717,1
5852,n385425,Q9Y6M1,1
5853,n405569,Q07955,1
5854,n345934,O00425,1
5855,n345138,P35637,1
5856,n407073,Q9UKV8,1
5857,n385468,Q86X94,1
5858,n344604,P26599,1
5859,n364570,Q15717,1
5860,n379574,Q49AS9,1
5861,n369093,Q15717,1
5862,n345385,Q9Y6M1,1
5863,n381773,Q07955,1
5864,n345255,O00425,1
5865,n384625,Q9NZI8,1
5866,n365664,Q15717,1
5867,n410066,Q15717,1
5868,n385667,P26599,1
5869,n345105,Q15717,1
5870,n345424,P26599,1
5871,n406872,Q9UL18,1
5872,n406872,Q9UKV8,1
5873,n406872,Q9H9G7,1
5874,n406872,Q9HCK5,1
5875,n380108,P35637,1
5876,n406480,Q15717,1
5877,n345385,O00425,1
5878,n384964,Q15717,1
5879,n346398,Q15717,1
5880,n383862,Q9Y6M1,1
5881,n368044,Q15717,1
5882,n409683,Q9UKV8,1
5883,n377834,B7ZL34,1
5884,n387719,Q86X94,1
5885,n377137,Q15717,1
5886,n346537,Q9Y6M1,1
5887,n379095,Q15717,1
5888,n372019,P31483,1
5889,n379950,Q15717,1
5890,n379972,Q15717,1
5891,n344778,Q15717,1
5892,n345040,P35637,1
5893,n380060,Q13148,1
5894,n345685,Q86X94,1
5895,n372815,Q9HCE1,1
5896,n370574,Q49AS9,1
5897,n407851,O00425,1
5898,n363933,Q15717,1
5899,n405504,Q86X94,1
5900,n381272,Q15717,1
5901,n382511,B7ZL34,1
5902,n346376,Q9HCE1,1
5903,n383038,Q07955,1
5904,n384770,Q9UL18,1
5905,n384770,Q9UKV8,1
5906,n384770,Q9H9G7,1
5907,n384770,Q9HCK5,1
5908,n382502,P35637,1
5909,n407073,P35637,1
5910,n369997,Q15717,1
5911,n364544,Q15717,1
5912,n379342,O00425,1
5913,n344457,Q9UL18,1
5914,n344457,Q9UKV8,1
5915,n344457,Q9H9G7,1
5916,n344457,Q9HCK5,1
5917,n345618,Q13148,1
5918,n387393,Q9NZI8,1
5919,n385787,Q15717,1
5920,n407412,Q07955,1
5921,n345568,O00425,1
5922,n344778,Q49AS9,1
5923,n344653,Q9Y6M1,1
5924,n372462,Q15717,1
5925,n382094,Q9NZI8,1
5926,n381351,P31483,1
5927,n344748,Q86X94,1
5928,n374061,O00425,1
5929,n345046,Q13148,1
5930,n364760,O00425,1
5931,n372944,Q15717,1
5932,n345474,Q15717,1
5933,n344693,P35637,1
5934,n376189,P35637,1
5935,n385245,Q49AS9,1
5936,n407311,P35637,1
5937,n346356,Q49AS9,1
5938,n345260,O00425,1
5939,n406192,Q07955,1
5940,n345653,O00425,1
5941,n384480,P35637,1
5942,n410153,Q9NZI8,1
5943,n369879,Q9UKV8,1
5944,n406144,Q07955,1
5945,n373787,Q15717,1
5946,n407761,Q9UKV8,1
5947,n385425,Q49AS9,1
5948,n406225,Q13148,1
5949,n411680,Q9Y6M1,1
5950,n387706,P31483,1
5951,n377981,Q13148,1
5952,n411142,Q9Y6M1,1
5953,n385729,Q9NZI8,1
5954,n377310,Q15717,1
5955,n344771,Q13148,1
5956,n344604,Q9Y6M1,1
5957,n380806,Q49AS9,1
5958,n368398,Q13148,1
5959,n345622,Q15717,1
5960,n379466,Q15717,1
5961,n407513,Q9UKV8,1
5962,n386343,Q9HCE1,1
5963,n344960,Q15717,1
5964,n384927,Q9NZI8,1
5965,n344775,Q96PU8,1
5966,n405416,Q15717,1
5967,n383175,Q9NZI8,1
5968,n381912,O00425,1
5969,n381878,Q9UL18,1
5970,n381878,Q9UKV8,1
5971,n381878,Q9H9G7,1
5972,n381878,Q9HCK5,1
5973,n386641,Q9NZI8,1
5974,n383327,Q15717,1
5975,n369453,Q01844,1
5976,n364088,Q49AS9,1
5977,n344699,Q9NZI8,1
5978,n411720,Q15717,1
5979,n376473,Q9HCE1,1
5980,n381078,Q49AS9,1
5981,n372524,Q49AS9,1
5982,n344894,Q9NZI8,1
5983,n346094,Q01844,1
5984,n377639,Q15717,1
5985,n382276,Q13148,1
5986,n386977,Q9NZI8,1
5987,n345807,Q15717,1
5988,n386178,Q07955,1
5989,n409683,Q15717,1
5990,n364686,O00425,1
5991,n344703,P35637,1
5992,n405484,Q13148,1
5993,n411727,Q07955,1
5994,n405417,Q07955,1
5995,n407257,Q07955,1
5996,n344745,Q9UKV8,1
5997,n344461,Q49AS9,1
5998,n375715,Q13148,1
5999,n386682,Q15717,1
6000,n384946,Q49AS9,1
6001,n374530,Q9HCE1,1
6002,n345297,Q13148,1
6003,n407520,Q15717,1
6004,n376203,Q9NZI8,1
6005,n410457,Q9NZI8,1
6006,n385729,Q9Y6M1,1
6007,n381022,Q9UKV8,1
6008,n378726,Q49AS9,1
6009,n381616,O00425,1
6010,n383209,Q07955,1
6011,n385039,O00425,1
6012,n407729,Q07955,1
6013,n345458,Q01844,1
6014,n382231,Q9HCE1,1
6015,n373790,P35637,1
6016,n381585,Q15717,1
6017,n385531,Q07955,1
6018,n346361,O00425,1
6019,n407887,Q13148,1
6020,n377837,Q15717,1
6021,n385679,O00425,1
6022,n378125,Q15717,1
6023,n345386,P35637,1
6024,n345781,Q15717,1
6025,n383025,Q9UKV8,1
6026,n346523,O00425,1
6027,n378252,Q13285,1
6028,n378353,Q15717,1
6029,n385511,Q15717,1
6030,n344678,P35637,1
6031,n378068,P35637,1
6032,n377986,Q15717,1
6033,n386209,Q15717,1
6034,n408116,P35637,1
6035,n345232,Q15717,1
6036,n379454,B7ZL34,1
6037,n344628,P35637,1
6038,n387306,Q15717,1
6039,n406409,Q07955,1
6040,n386682,Q9Y6M1,1
6041,n345670,Q86X94,1
6042,n377799,Q9NZI8,1
6043,n344659,P35637,1
6044,n383862,Q96PU8,1
6045,n387017,Q07955,1
6046,n409683,O00425,1
6047,n406866,Q49AS9,1
6048,n378068,P31483,1
6049,n382149,Q49AS9,1
6050,n381078,Q9UKV8,1
6051,n383236,Q15717,1
6052,n385425,O00425,1
6053,n344996,Q9Y6M1,1
6054,n379107,Q9NZI8,1
6055,n405620,Q9NZI8,1
6056,n380796,Q13148,1
6057,n378247,P26599,1
6058,n411142,O00425,1
6059,n387112,Q07955,1
6060,n405985,Q07955,1
6061,n345613,Q13148,1
6062,n385272,Q13148,1
6063,n344691,O00425,1
6064,n345175,B7ZL34,1
6065,n382982,Q15717,1
6066,n406449,Q9NZI8,1
6067,n367375,Q15717,1
6068,n386976,Q96PU8,1
6069,n379426,Q07955,1
6070,n407565,Q07955,1
6071,n387531,Q49AS9,1
6072,n346497,Q07955,1
6073,n376366,Q13148,1
6074,n345161,Q9NZI8,1
6075,n376473,P31483,1
6076,n405477,Q15717,1
6077,n344500,Q9Y6M1,1
6078,n385119,Q9NZI8,1
6079,n344768,Q15717,1
6080,n381351,Q96PU8,1
6081,n386627,Q07955,1
6082,n387393,Q15717,1
6083,n385638,Q9UL18,1
6084,n385638,Q9UKV8,1
6085,n385638,Q9H9G7,1
6086,n385638,Q9HCK5,1
6087,n372205,Q9NZI8,1
6088,n383218,Q15717,1
6089,n371524,P35637,1
6090,n364085,Q13148,1
6091,n384348,Q07955,1
6092,n385106,P26599,1
6093,n382918,Q9NZI8,1
6094,n407163,P35637,1
6095,n344814,Q9Y6M1,1
6096,n406480,Q9UKV8,1
6097,n382094,O00425,1
6098,n408051,P26599,1
6099,n345527,Q9Y6M1,1
6100,n345670,Q15717,1
6101,n366396,Q13148,1
6102,n386260,P31483,1
6103,n346012,Q07955,1
6104,n384393,Q49AS9,1
6105,n385729,Q01844,1
6106,n409519,Q07955,1
6107,n379378,P26599,1
6108,n385318,P26599,1
6109,n381184,Q9Y6M1,1
6110,n406444,Q15717,1
6111,n384770,Q86X94,1
6112,n386029,P26599,1
6113,n387748,Q07955,1
6114,n380163,Q13148,1
6115,n376473,P35637,1
6116,n345091,Q9HCE1,1
6117,n346551,Q8NDV7,1
6118,n346551,Q9UPQ9,1
6119,n346551,Q9HCJ0,1
6120,n372674,Q8NDV7,1
6121,n372674,Q9UPQ9,1
6122,n372674,Q9HCJ0,1
6123,n344745,Q9UKV8,1
6124,n345222,O00425,1
6125,n344569,P26599,1
6126,n344691,P35637,1
6127,n367640,Q9UKV8,1
6128,n385240,Q15717,1
6129,n385829,Q07955,1
6130,n344940,Q07955,1
6131,n379972,Q49AS9,1
6132,n345800,Q9HCE1,1
6133,n344490,P31483,1
6134,n377717,Q15717,1
6135,n405504,P35637,1
6136,n386588,Q07955,1
6137,n386025,Q15717,1
6138,n379466,B7ZL34,1
6139,n381216,Q15717,1
6140,n385481,Q96PU8,1
6141,n381878,O00425,1
6142,n382060,Q15717,1
6143,n409540,P31483,1
6144,n377766,P26599,1
6145,n381231,Q15717,1
6146,n407073,Q15717,1
6147,n383184,Q15717,1
6148,n385468,P35637,1
6149,n344871,O00425,1
6150,n386154,Q07955,1
6151,n387192,Q15717,1
6152,n344778,Q15717,1
6153,n407434,P26599,1
6154,n378866,Q15717,1
6155,n380693,Q9UKV8,1
6156,n381899,P31483,1
6157,n384480,Q9Y6M1,1
6158,n346032,P35637,1
6159,n384625,Q01844,1
6160,n385951,Q9HCE1,1
6161,n372674,O00425,1
6162,n378912,O00425,1
6163,n346082,O00425,1
6164,n375459,P31483,1
6165,n373241,Q15717,1
6166,n385729,Q15717,1
6167,n376991,Q15717,1
6168,n345557,Q15717,1
6169,n346467,Q07955,1
6170,n387060,Q9NZI8,1
6171,n386524,Q15717,1
6172,n383693,Q9NZI8,1
6173,n407434,Q01844,1
6174,n345421,P31483,1
6175,n345637,Q9Y6M1,1
6176,n382511,O00425,1
6177,n387397,Q86X94,1
6178,n345222,P35637,1
6179,n345385,P35637,1
6180,n344677,P35637,1
6181,n372614,P35637,1
6182,n410076,Q49AS9,1
6183,n363484,Q01844,1
6184,n385758,Q13148,1
6185,n379581,O00425,1
6186,n345395,Q13148,1
6187,n380489,Q49AS9,1
6188,n376420,Q15717,1
6189,n344995,Q9HCE1,1
6190,n344724,Q49AS9,1
6191,n384754,Q07955,1
6192,n410143,Q15717,1
6193,n381568,Q15717,1
6194,n386539,Q13148,1
6195,n385310,Q07955,1
6196,n346528,Q9Y6M1,1
6197,n344705,Q13148,1
6198,n408016,Q07955,1
6199,n376433,Q9NZI8,1
6200,n410038,Q15717,1
6201,n384422,Q9NZI8,1
6202,n406605,Q15717,1
6203,n346126,Q07955,1
6204,n385685,P26599,1
6205,n385725,Q15717,1
6206,n410188,Q9Y6M1,1
6207,n407050,Q9NZI8,1
6208,n381941,P26599,1
6209,n373805,Q13148,1
6210,n368267,O00425,1
6211,n383773,P35637,1
6212,n409250,O43251,1
6213,n380693,Q9NZI8,1
6214,n344659,Q9NZI8,1
6215,n382930,Q15717,1
6216,n406422,Q07955,1
6217,n380909,P31483,1
6218,n382330,P26599,1
6219,n383236,Q9UL18,1
6220,n383236,Q9UKV8,1
6221,n383236,Q9H9G7,1
6222,n383236,Q9HCK5,1
6223,n345685,O00425,1
6224,n363933,Q9NZI8,1
6225,n406336,Q15717,1
6226,n409406,Q9HCE1,1
6227,n345437,Q86X94,1
6228,n346247,Q07955,1
6229,n380263,Q07955,1
6230,n345941,Q86X94,1
6231,n381272,Q13148,1
6232,n375745,Q13148,1
6233,n371912,Q49AS9,1
6234,n383556,Q15717,1
6235,n375747,Q13148,1
6236,n369876,Q07955,1
6237,n379442,Q9NZI8,1
6238,n408354,Q15717,1
6239,n346528,Q15717,1
6240,n345457,Q9NZI8,1
6241,n386025,Q15717,1
