interID,ncID,ncType,ncIdentifier,ncName,PartnerID,prType,prIdentifier,InteractionPartner,interDescription,experiment,pubmed,organism,tag,interClass,interLevel,NONCODETranscriptID
ncRI-191391,11713,NONCODE,n408119,RPI001_114723,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191228,11677,NONCODE,n335584,RPI001_110283,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-192715,12038,NONCODE,n338513,RPI001_185751,4621,UniProt,P35637,FUS_mutant,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191985,11836,NONCODE,n338128,RPI001_136143,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191486,11736,NONCODE,n405566,RPI001_117721,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT108367.2
ncRI-191661,11772,NONCODE,n387397,RPI001_123907,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-192946,12121,NONCODE,n378107,RPI001_22767,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT007673.2
ncRI-190126,11452,NONCODE,n376985,RPI001_1024536,4621,UniProt,P35637,FUS_mutant,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT082933.2
ncRI-192544,11988,NONCODE,n344646,RPI001_175922,517,UniProt,Q9UKV8,AGO2,CLIP-seq identifies transcriptome-wide binding sites of AGO2.,CLIP-seq,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT138537.2
ncRI-190476,11523,NONCODE,n345975,RPI001_1032778,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-193174,12218,NONCODE,n387116,RPI001_242790,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT072081.2
ncRI-197747,15017,NONCODE,n367646,RPI001_539909,10351,UniProt,P26599,PTBP1,"PTB is a well-characterized splicing repressor. CLIP-seq identifies direct RNA targets for PTB in HeLa cells, finding that PTB bound to multiple regions, regardless of whether the site is subject to regulation.",CLIP-seq,20064465,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT100290.2
ncRI-192250,11891,NONCODE,n407050,RPI001_156466,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT135576.2
ncRI-193007,12152,NONCODE,n339622,RPI001_233996,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT092438.2
ncRI-197998,15178,NONCODE,n385849,RPI001_591706,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT139215.2
ncRI-189123,11278,NONCODE,n386682,RPI001_1008966,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-192669,12024,NONCODE,n341535,RPI001_183415,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT127313.2
ncRI-199846,16698,NONCODE,n342812,RPI001_937577,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191683,11776,NONCODE,n340068,RPI001_124062,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191826,11807,NONCODE,n340754,RPI001_129107,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT054793.2
ncRI-189065,11274,NONCODE,n341044,RPI001_1008932,8360,UniProt,Q9HCE1,MOV10,A modified PAR-CLIP method applied to the nuclear fraction of HEK293 cells identifies high confidence interaction sites providing a faithful representation of the MOV10 binding profile.,modified PAR-CLIP,22844102,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT021830.2
ncRI-199192,16156,NONCODE,n342957,RPI001_846997,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-192868,12092,NONCODE,n4864,RPI001_20171,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188871,11236,NONCODE,n381409,RPI001_1006381,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT011652.2
ncRI-195744,13391,NONCODE,n203786,RPI001_384434,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188462,11173,NONCODE,n337756,RPI001_1001388,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191796,11801,NONCODE,n339129,RPI001_128273,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT076795.2
ncRI-191289,11691,NONCODE,n384755,RPI001_111589,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT104556.2
ncRI-188757,11215,NONCODE,n345417,RPI001_1004943,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT008654.2
ncRI-198020,15195,NONCODE,n340075,RPI001_600861,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-189603,11355,NONCODE,n338146,RPI001_1016044,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-199346,16250,NONCODE,n342055,RPI001_878565,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT031584.2
ncRI-193280,12272,NONCODE,n382330,RPI001_2625,10702,UniProt,O43251,RBFOX2,CLIP-seq identifies specific targets of FOX2 in vivo.,CLIP-seq,19136955,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT040974.2
ncRI-192085,11858,NONCODE,n410152,RPI001_141890,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-190632,11556,NONCODE,n342817,RPI001_1036212,4621,UniProt,P35637,FUS_mutant,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT122291.2
ncRI-200428,18881,NONCODE,,TFEB-Alpha,18740,UniProt,Q13148,TARDBP,RNA targets of TDP-43 using UV-Cross-Linking and Immunoprecipitation (UV-CLIP) of SHSY8Y cells,UV-CLIP,21421050,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-190178,11464,NONCODE,n384227,RPI001_1025190,3988,UniProt,Q01844,EWSR1,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188227,11153,NONCODE,n410143,RPI001_1000585,3988,UniProt,Q01844,EWSR1,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT131038.2
ncRI-188665,11200,NONCODE,n338102,RPI001_1003752,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT004775.2
ncRI-199424,16309,NONCODE,n337939,RPI001_895305,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-190229,11472,NONCODE,n344775,RPI001_1027173,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-189761,11381,NONCODE,n342724,RPI001_1018163,18698,UniProt,Q86X94,TAF15,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT056046.2
ncRI-188915,11244,NONCODE,n344610,RPI001_1006774,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT012889.2
ncRI-190385,11506,NONCODE,n340509,RPI001_1030488,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT102257.2
ncRI-199295,16214,NONCODE,n370574,RPI001_863770,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT129026.2
ncRI-003703,5419,NONCODE,n343067,HOTAIR,7246,UniProt,O60341,LSD1,A 3' domain of HOTAIR binds the LSD1/CoREST/REST complex.,,20616235,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188413,11169,NONCODE,n336296,RPI001_1001049,4621,UniProt,P35637,FUS_mutant,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT135828.2
ncRI-000029,185,NONCODE,n342985,7SK,6878,UniProt,Q4G0J3,LARP7,"PIP7S binds and stabilizes nearly all the nuclear 7SK via 3'-UUU-OH, leading to the sequestration and inactivation of P-TEFb.",,18249148,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT113149.2
ncRI-190671,11562,NONCODE,n382094,RPI001_103630,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT034878.2
ncRI-193535,12378,NONCODE,n366714,RPI001_336500,10434,UniProt,B7ZL34,PUM2,PAR-CLIP of PUM2 indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT091241.2
ncRI-192069,11854,NONCODE,n376433,RPI001_140135,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT068391.2
ncRI-188056,10931,NONCODE,n5543,RNase MRP RNA,16968,UniProt,Q9BUL9,Rpp25,"An interaction between Rpp25 and RNase MRP RNA was demonstrated by GST pull-down assay. [32P]-labeled in vitro transcribed full-length RNase MRP RNA (MRP[1-267]) was isolated from a mixture of [32P]-labeled in vitro transcribed RNase MRP RNA, RNase P RNA, and hY1 RNA using purified GST-Rpp25 immobilized on glutathione-Sepharose beads. Eluates were resolved by SDS-PAGE and detected by autoradiography. Fig. 4, lane 9, Fig. 6B, lane 4, Fig. 7, and Supplementary Figs. 2A and 2B, lane 9. The RNase MRP RNA deletion mutants MRP[1-82], MRP[67-267], MRP-delta-[87-115] and MRP-delta-[132-176] were isolated efficiently by GST-Rpp25. Fig. 6B, lane 4, Fig. 7, and Supplementary Figs. 2A and 2B, lane 9. RNase MRP RNA deletion mutants MRP[67-197] and MRP[67-167] were weakly isolated by GST-Rpp25. Fig. 6B, lane 4, Fig. 7, and Supplementary Figs. 2A and 2B, lane 9. The interaction between Rpp25 and RNase MRP RNA was not affected by magnesium (Mg2+) concentrations up to 5 mM. Data not shown, p. 2144. Note that the sequence range stated by the authors for full-length RNase MRP RNA, [1-267], is longer than the sequence range of the GI by 1 nucleotide.",Affinity Chromatography,15096576,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT130962.2
ncRI-190878,11611,NONCODE,n338197,RPI001_104127,517,UniProt,Q9UKV8,AGO2,CLIP-seq identifies transcriptome-wide binding sites of AGO2.,CLIP-seq,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT087529.2
ncRI-192707,12036,NONCODE,n340523,RPI001_185261,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-198111,15252,NONCODE,n381078,RPI001_622356,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide HuR binding sites.,PAR-CLIP,21723171,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT001461.2
ncRI-190774,11582,NONCODE,n379630,RPI001_1038190,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT127056.2
ncRI-190074,11438,NONCODE,n339671,RPI001_1023713,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT079674.2
ncRI-197990,15175,NONCODE,n385787,RPI001_590418,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT137627.2
ncRI-192035,11846,NONCODE,n344687,RPI001_138755,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-192711,12037,NONCODE,n405795,RPI001_185555,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-195849,13458,NONCODE,n381981,RPI001_405552,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT032361.2
ncRI-191572,11756,NONCODE,n344457,RPI001_121697,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT049673.2
ncRI-197727,15004,NONCODE,n342576,RPI001_536172,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-193153,12210,NONCODE,n381805,RPI001_241347,517,UniProt,Q9UKV8,AGO2,PAR-CLIP identifies transcriptome-wide binding sites of AGO2 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT025216.2
ncRI-193391,12317,NONCODE,n344454,RPI001_2778,18936,UniProt,P31483,TIA1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT140501.2
ncRI-192367,11924,NONCODE,n368044,RPI001_163109,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191283,11689,NONCODE,n384738,RPI001_111237,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT103885.2
ncRI-188053,10931,NONCODE,n5543,RNase MRP RNA,5453,UniProt,Q99575,hPop1,"An interaction between hPop1 and RNase MRP RNA was demonstrated by GST pull-down assay. [32P]-labeled in vitro transcribed full-length RNase MRP RNA (MRP[1-267]) was isolated from a mixture of [32P]-labeled in vitro transcribed RNase MRP RNA, RNase P RNA, and hY1 RNA using purified GST-hPop1 immobilized on glutathione-Sepharose beads. Eluates were resolved by SDS-PAGE and detected by autoradiography. Fig. 4, lane 3, Fig. 6A, lane 3, Fig. 7, and Supplementary Figs. 2A and 2B, lane 3. The RNase MRP RNA deletion mutant MRP-delta-[87-115] was isolated efficiently by GST-hPop1. Fig. 7 and Supplementary Fig. 2A, lane 3. RNase MRP RNA deletion mutants MRP[67-267] and MRP-delta-[132-176] were isolated at intermediate levels by GST-hPop1, MRP[67-197] and MRP[1-82] were weakly isolated by GST-hPop1, and MRP[67-167] was not isolated by GST-hPop1. Fig. 6A, lane 3, Fig. 7, and Supplementary Figs. 2A and 2B, lane 3. The interaction between hPop1 and RNase MRP RNA was not affected by magnesium (Mg2+) concentrations up to 5 mM. Data not shown, p. 2144. Note that the sequence range stated by the authors for full-length RNase MRP RNA, [1-267], is longer than the sequence range of the GI by 1 nucleotide.",Affinity Chromatography,15096576,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT130962.2
ncRI-188232,11153,NONCODE,n410143,RPI001_1000585,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT131038.2
ncRI-199716,16576,NONCODE,n338991,RPI001_930026,517,UniProt,Q9UKV8,AGO2,PAR-CLIP identifies transcriptome-wide binding sites of AGO2 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT068462.2
ncRI-198251,15329,NONCODE,n342353,RPI001_652213,4621,UniProt,P35637,FUS_mutant,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT063901.2
ncRI-199739,16596,NONCODE,n387142,RPI001_930797,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT073821.2
ncRI-193427,12329,NONCODE,n406488,RPI001_284845,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT035954.2
ncRI-191935,11826,NONCODE,n342669,RPI001_133166,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT146833.2
ncRI-188563,11184,NONCODE,n342203,RPI001_1001892,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT000091.2
ncRI-192618,12008,NONCODE,n382184,RPI001_180964,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT037890.2
ncRI-189692,11372,NONCODE,n340475,RPI001_1017040,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT145225.2
ncRI-191562,11755,NONCODE,n338931,RPI001_121623,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT072962.2
ncRI-190782,11586,NONCODE,n341556,RPI001_1038390,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT127621.2
ncRI-190120,11448,NONCODE,n339486,RPI001_1024345,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT082006.2
ncRI-190673,11563,NONCODE,n407602,RPI001_1036331,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191926,11824,NONCODE,n338856,RPI001_132598,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT070923.2
ncRI-191101,11654,NONCODE,n409683,RPI001_107380,517,UniProt,Q9UKV8,AGO2,CLIP-seq identifies transcriptome-wide binding sites of AGO2.,CLIP-seq,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
