interID,ncID,ncType,ncIdentifier,ncName,PartnerID,prType,prIdentifier,InteractionPartner,interDescription,experiment,pubmed,organism,tag,interClass,interLevel
ncRI-192271,11896,NONCODE,n384573,RPI001_160146,515,UniProt, Q9HCK5,AGO1-4,PAR-CLIP of combined AGO1-4 indicates the noncoding transcript as binding site of AGOs.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-189312,11308,NONCODE,n372953,RPI001_1012077,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-196206,13688,NONCODE,n378353,RPI001_467343,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-188374,11166,NONCODE,n387722,RPI001_1001026,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-189717,11376,NONCODE,n386179,RPI001_1017443,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-189286,11300,NONCODE,n345185,RPI001_1011457,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-189894,11404,NONCODE,n376473,RPI001_1020263,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-190999,11638,NONCODE,n383019,RPI001_105929,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-198059,15219,NONCODE,n410161,RPI001_613364,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide HuR binding sites.,PAR-CLIP,21723171,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-199457,16338,NONCODE,n368624,RPI001_908266,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-189859,11399,NONCODE,n383509,RPI001_1019799,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-197724,15002,NONCODE,n384395,RPI001_53586,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-190107,11444,NONCODE,n406134,RPI001_102409,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-188280,11159,NONCODE,n385685,RPI001_1000866,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-192632,12013,NONCODE,n407114,RPI001_182337,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide HuR binding sites.,PAR-CLIP,21723171,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-193653,12440,NONCODE,n378414,RPI001_349392,10470,UniProt,Q96PU8,QKI,PAR-CLIP of QKI indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-189937,11413,NONCODE,n344814,RPI001_102163,18936,UniProt,P31483,TIA1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-191026,11642,NONCODE,n383747,RPI001_106329,10434,UniProt,B7ZL34,PUM2,PAR-CLIP of PUM2 indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-198130,15265,NONCODE,n378603,RPI001_627176,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-199874,16722,NONCODE,n345977,RPI001_938442,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-197913,15123,NONCODE,n407520,RPI001_576789,10351,UniProt,P26599,PTBP1,"PTB is a well-characterized splicing repressor. CLIP-seq identifies direct RNA targets for PTB in HeLa cells, finding that PTB bound to multiple regions, regardless of whether the site is subject to regulation.",CLIP-seq,20064465,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-190183,11464,NONCODE,n384227,RPI001_1025190,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-199830,16684,NONCODE,n377684,RPI001_937334,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-192194,11883,NONCODE,n409540,RPI001_150770,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-189076,11275,NONCODE,n380693,RPI001_1008934,3988,UniProt,Q01844,EWSR1,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-199521,16395,NONCODE,n363945,RPI001_918751,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-199553,16423,NONCODE,n407062,RPI001_920381,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-193668,12448,NONCODE,n378068,RPI001_350655,19238,UniProt,Q8NDV7,TNRC6A-C,PAR-CLIP of TNRC6 family proteins indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-193668,12448,NONCODE,n378068,RPI001_350655,19238,UniProt, Q9UPQ9,TNRC6A-C,PAR-CLIP of TNRC6 family proteins indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-193668,12448,NONCODE,n378068,RPI001_350655,19238,UniProt, Q9HCJ0,TNRC6A-C,PAR-CLIP of TNRC6 family proteins indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-200016,16836,NONCODE,n386063,RPI001_978525,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-191493,11738,NONCODE,n381011,RPI001_118023,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-189367,11318,NONCODE,n377912,RPI001_1012950,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-199573,16441,NONCODE,n346311,RPI001_921199,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-198290,15357,NONCODE,n383805,RPI001_659590,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-198095,15242,NONCODE,n373563,RPI001_620773,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-190197,11465,NONCODE,n384228,RPI001_1025192,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-190064,11437,NONCODE,n344748,RPI001_1023712,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide HuR binding sites.,PAR-CLIP,21723171,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-191898,11819,NONCODE,n368267,RPI001_132229,517,UniProt,Q9UKV8,AGO2,CLIP-seq identifies transcriptome-wide binding sites of AGO2.,CLIP-seq,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-199241,16185,NONCODE,n376590,RPI001_856055,18936,UniProt,P31483,TIA1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-190381,11504,NONCODE,n345670,RPI001_1029976,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-190722,11572,NONCODE,n369876,RPI001_1037222,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-189434,11328,NONCODE,n386735,RPI001_1013441,18936,UniProt,P31483,TIA1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-191773,11795,NONCODE,n345139,RPI001_127083,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-190848,11605,NONCODE,n385707,RPI001_1040157,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-192366,11924,NONCODE,n368044,RPI001_163109,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-192477,11965,NONCODE,n384320,RPI001_168154,10351,UniProt,P26599,PTBP1,"PTB is a well-characterized splicing repressor. CLIP-seq identifies direct RNA targets for PTB in HeLa cells, finding that PTB bound to multiple regions, regardless of whether the site is subject to regulation.",CLIP-seq,20064465,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-192408,11937,NONCODE,n384624,RPI001_164674,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-188189,11148,NONCODE,n385468,RPI001_1000415,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-199988,16811,NONCODE,n407937,RPI001_966910,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-190775,11582,NONCODE,n379630,RPI001_1038190,18698,UniProt,Q86X94,TAF15,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-189371,11319,NONCODE,n378567,RPI001_1012954,4621,UniProt,P35637,FUS_mutant,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-188977,11255,NONCODE,n384754,RPI001_100764,18698,UniProt,Q86X94,TAF15,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-199244,16186,NONCODE,n345935,RPI001_856126,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-190258,11478,NONCODE,n346533,RPI001_1027503,517,UniProt,Q9UKV8,AGO2,PAR-CLIP identifies transcriptome-wide binding sites of AGO2 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-198381,15420,NONCODE,n365866,RPI001_675785,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-188257,11156,NONCODE,n344462,RPI001_1000721,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-189772,11384,NONCODE,n344601,RPI001_1018291,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-190293,11488,NONCODE,n384480,RPI001_1028372,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-190964,11632,NONCODE,n377834,RPI001_105780,517,UniProt,Q9UKV8,AGO2,PAR-CLIP identifies transcriptome-wide binding sites of AGO2 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-188402,11168,NONCODE,n385727,RPI001_1001043,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-198433,15449,NONCODE,n386315,RPI001_689358,18936,UniProt,P31483,TIA1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-198232,15318,NONCODE,n375857,RPI001_644389,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-192844,12085,NONCODE,n378108,RPI001_197179,4621,UniProt,P35637,FUS_mutant,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-199838,16691,NONCODE,n346396,RPI001_937446,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-199806,16661,NONCODE,n386391,RPI001_935109,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-195796,13426,NONCODE,n379395,RPI001_395242,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-198055,15218,NONCODE,n345182,RPI001_610940,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-190800,11591,NONCODE,n407659,RPI001_103885,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-190916,11619,NONCODE,n346167,RPI001_104794,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-195723,13380,NONCODE,n379114,RPI001_381138,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-195824,13441,NONCODE,n345168,RPI001_400582,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-191091,11652,NONCODE,n410722,RPI001_107172,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-192413,11939,NONCODE,n374534,RPI001_164775,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-192947,12122,NONCODE,n409149,RPI001_2298,517,UniProt,Q9UKV8,AGO2,CLIP-seq identifies transcriptome-wide binding sites of AGO2.,CLIP-seq,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-192969,12132,NONCODE,n406914,RPI001_231723,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-199715,16575,NONCODE,n345742,RPI001_929177,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-195984,13551,NONCODE,n376049,RPI001_426081,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-192847,12085,NONCODE,n378108,RPI001_197179,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-188254,11155,NONCODE,n386343,RPI001_100071,10434,UniProt,B7ZL34,PUM2,PAR-CLIP of PUM2 indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-198480,15475,NONCODE,n345746,RPI001_706134,18936,UniProt,P31483,TIA1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-192053,11851,NONCODE,n381942,RPI001_139371,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-189296,11303,NONCODE,n381912,RPI001_1011655,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-191556,11754,NONCODE,n406422,RPI001_121398,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-193468,12349,NONCODE,n378273,RPI001_297786,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
ncRI-198116,15254,NONCODE,n382015,RPI001_622383,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein
