Query_Seq_ID,Target_Seq_ID,Align_Score,Normalize_Score,Identity,Similarity 
n344472,n379562,450.0,0.18,251/805 (31.2%),324/805 (40.2%)
n379562,n344472,450.0,0.18,251/805 (31.2%),324/805 (40.2%)
n344472,n379566,534.5,0.21,276/1099 (25.1%),369/1099 (33.6%)
n379566,n344472,534.5,0.21,276/1099 (25.1%),369/1099 (33.6%)
n344472,n379574,545.0,0.22,233/858 (27.2%),337/858 (39.3%)
n379574,n344472,545.0,0.22,233/858 (27.2%),337/858 (39.3%)
n344472,n379581,498.0,0.20,254/861 (29.5%),337/861 (39.1%)
n379581,n344472,498.0,0.20,254/861 (29.5%),337/861 (39.1%)
n344472,n379586,480.5,0.19,213/737 (28.9%),304/737 (41.2%)
n379586,n344472,480.5,0.19,213/737 (28.9%),304/737 (41.2%)
n344472,n379593,530.5,0.21,256/963 (26.6%),350/963 (36.3%)
n379593,n344472,530.5,0.21,256/963 (26.6%),350/963 (36.3%)
n344472,n379616,523.0,0.21,249/846 (29.4%),338/846 (40.0%)
n379616,n344472,523.0,0.21,249/846 (29.4%),338/846 (40.0%)
n344472,n379622,521.5,0.21,248/899 (27.6%),346/899 (38.5%)
n379622,n344472,521.5,0.21,248/899 (27.6%),346/899 (38.5%)
n344472,n379630,500.0,0.20,236/915 (25.8%),342/915 (37.4%)
n379630,n344472,500.0,0.20,236/915 (25.8%),342/915 (37.4%)
n344472,n379637,554.5,0.22,267/929 (28.7%),358/929 (38.5%)
n379637,n344472,554.5,0.22,267/929 (28.7%),358/929 (38.5%)
n344472,n379657,528.0,0.21,264/1012 (26.1%),357/1012 (35.3%)
n379657,n344472,528.0,0.21,264/1012 (26.1%),357/1012 (35.3%)
n344472,n379676,547.5,0.22,268/983 (27.3%),372/983 (37.8%)
n379676,n344472,547.5,0.22,268/983 (27.3%),372/983 (37.8%)
n344472,n379691,575.0,0.23,260/947 (27.5%),357/947 (37.7%)
n379691,n344472,575.0,0.23,260/947 (27.5%),357/947 (37.7%)
n344472,n379692,415.0,0.16,241/871 (27.7%),319/871 (36.6%)
n379692,n344472,415.0,0.16,241/871 (27.7%),319/871 (36.6%)
n344472,n379717,545.5,0.22,262/951 (27.5%),367/951 (38.6%)
n379717,n344472,545.5,0.22,262/951 (27.5%),367/951 (38.6%)
n344472,n379718,496.0,0.20,234/760 (30.8%),316/760 (41.6%)
n379718,n344472,496.0,0.20,234/760 (30.8%),316/760 (41.6%)
n344472,n379772,510.0,0.20,245/855 (28.7%),336/855 (39.3%)
n379772,n344472,510.0,0.20,245/855 (28.7%),336/855 (39.3%)
n344472,n379774,511.5,0.20,257/801 (32.1%),343/801 (42.8%)
n379774,n344472,511.5,0.20,257/801 (32.1%),343/801 (42.8%)
n344472,n379781,579.0,0.23,252/802 (31.4%),337/802 (42.0%)
n379781,n344472,579.0,0.23,252/802 (31.4%),337/802 (42.0%)
n344472,n379792,490.0,0.19,226/722 (31.3%),308/722 (42.7%)
n379792,n344472,490.0,0.19,226/722 (31.3%),308/722 (42.7%)
n344472,n379821,468.5,0.19,245/908 (27.0%),327/908 (36.0%)
n379821,n344472,468.5,0.19,245/908 (27.0%),327/908 (36.0%)
n344472,n379834,410.0,0.16,178/615 (28.9%),258/615 (42.0%)
n379834,n344472,410.0,0.16,178/615 (28.9%),258/615 (42.0%)
n344472,n379841,472.0,0.19,259/1007 (25.7%),352/1007 (35.0%)
n379841,n344472,472.0,0.19,259/1007 (25.7%),352/1007 (35.0%)
n344472,n379850,562.5,0.22,270/830 (32.5%),348/830 (41.9%)
n379850,n344472,562.5,0.22,270/830 (32.5%),348/830 (41.9%)
n344472,n379927,581.5,0.23,257/933 (27.5%),353/933 (37.8%)
n379927,n344472,581.5,0.23,257/933 (27.5%),353/933 (37.8%)
n344472,n379950,549.0,0.22,255/902 (28.3%),351/902 (38.9%)
n379950,n344472,549.0,0.22,255/902 (28.3%),351/902 (38.9%)
n344472,n379972,399.0,0.16,250/871 (28.7%),328/871 (37.7%)
n379972,n344472,399.0,0.16,250/871 (28.7%),328/871 (37.7%)
n344472,n380027,421.0,0.17,189/596 (31.7%),266/596 (44.6%)
n380027,n344472,421.0,0.17,189/596 (31.7%),266/596 (44.6%)
n344472,n380031,542.5,0.22,234/763 (30.7%),329/763 (43.1%)
n380031,n344472,542.5,0.22,234/763 (30.7%),329/763 (43.1%)
n344472,n380060,589.0,0.23,259/957 (27.1%),359/957 (37.5%)
n380060,n344472,589.0,0.23,259/957 (27.1%),359/957 (37.5%)
n344472,n380064,551.0,0.22,246/885 (27.8%),351/885 (39.7%)
n380064,n344472,551.0,0.22,246/885 (27.8%),351/885 (39.7%)
n344472,n380100,594.0,0.24,251/932 (26.9%),362/932 (38.8%)
n380100,n344472,594.0,0.24,251/932 (26.9%),362/932 (38.8%)
n344472,n380108,492.5,0.20,231/674 (34.3%),296/674 (43.9%)
n380108,n344472,492.5,0.20,231/674 (34.3%),296/674 (43.9%)
n344472,n380148,545.5,0.22,233/798 (29.2%),338/798 (42.4%)
n380148,n344472,545.5,0.22,233/798 (29.2%),338/798 (42.4%)
n344472,n380151,436.5,0.17,196/664 (29.5%),274/664 (41.3%)
n380151,n344472,436.5,0.17,196/664 (29.5%),274/664 (41.3%)
n344472,n380158,457.5,0.18,195/605 (32.2%),271/605 (44.8%)
n380158,n344472,457.5,0.18,195/605 (32.2%),271/605 (44.8%)
n344472,n380163,361.0,0.14,220/797 (27.6%),296/797 (37.1%)
n380163,n344472,361.0,0.14,220/797 (27.6%),296/797 (37.1%)
n344472,n380175,350.5,0.14,187/613 (30.5%),251/613 (40.9%)
n380175,n344472,350.5,0.14,187/613 (30.5%),251/613 (40.9%)
n344472,n380177,562.0,0.22,233/827 (28.2%),328/827 (39.7%)
n380177,n344472,562.0,0.22,233/827 (28.2%),328/827 (39.7%)
n344472,n380184,445.5,0.18,206/655 (31.5%),287/655 (43.8%)
n380184,n344472,445.5,0.18,206/655 (31.5%),287/655 (43.8%)
n344472,n380208,493.0,0.20,251/860 (29.2%),335/860 (39.0%)
n380208,n344472,493.0,0.20,251/860 (29.2%),335/860 (39.0%)
n344472,n380263,459.0,0.18,264/945 (27.9%),351/945 (37.1%)
n380263,n344472,459.0,0.18,264/945 (27.9%),351/945 (37.1%)
n344472,n380278,467.0,0.19,212/746 (28.4%),300/746 (40.2%)
n380278,n344472,467.0,0.19,212/746 (28.4%),300/746 (40.2%)
n344472,n380333,543.5,0.22,237/746 (31.8%),335/746 (44.9%)
n380333,n344472,543.5,0.22,237/746 (31.8%),335/746 (44.9%)
n344472,n380399,483.0,0.19,221/789 (28.0%),309/789 (39.2%)
n380399,n344472,483.0,0.19,221/789 (28.0%),309/789 (39.2%)
n344472,n380413,549.5,0.22,256/1007 (25.4%),362/1007 (35.9%)
n380413,n344472,549.5,0.22,256/1007 (25.4%),362/1007 (35.9%)
n344472,n380415,566.5,0.23,254/1014 (25.0%),354/1014 (34.9%)
n380415,n344472,566.5,0.23,254/1014 (25.0%),354/1014 (34.9%)
n344472,n380489,499.0,0.20,187/625 (29.9%),269/625 (43.0%)
n380489,n344472,499.0,0.20,187/625 (29.9%),269/625 (43.0%)
n344472,n380490,401.0,0.16,155/471 (32.9%),224/471 (47.6%)
n380490,n344472,401.0,0.16,155/471 (32.9%),224/471 (47.6%)
n344472,n380500,556.0,0.22,254/891 (28.5%),362/891 (40.6%)
n380500,n344472,556.0,0.22,254/891 (28.5%),362/891 (40.6%)
n344472,n380543,471.0,0.19,250/818 (30.6%),317/818 (38.8%)
n380543,n344472,471.0,0.19,250/818 (30.6%),317/818 (38.8%)
n344472,n380651,447.0,0.18,192/599 (32.1%),264/599 (44.1%)
n380651,n344472,447.0,0.18,192/599 (32.1%),264/599 (44.1%)
n344472,n380659,382.5,0.15,184/523 (35.2%),241/523 (46.1%)
n380659,n344472,382.5,0.15,184/523 (35.2%),241/523 (46.1%)
n344472,n380677,560.0,0.22,232/738 (31.4%),325/738 (44.0%)
n380677,n344472,560.0,0.22,232/738 (31.4%),325/738 (44.0%)
n344472,n380693,463.5,0.18,195/653 (29.9%),275/653 (42.1%)
n380693,n344472,463.5,0.18,195/653 (29.9%),275/653 (42.1%)
n344472,n380707,478.5,0.19,208/686 (30.3%),283/686 (41.3%)
n380707,n344472,478.5,0.19,208/686 (30.3%),283/686 (41.3%)
n344472,n380714,437.0,0.17,175/601 (29.1%),247/601 (41.1%)
n380714,n344472,437.0,0.17,175/601 (29.1%),247/601 (41.1%)
n344472,n380761,513.0,0.20,221/663 (33.3%),305/663 (46.0%)
n380761,n344472,513.0,0.20,221/663 (33.3%),305/663 (46.0%)
n344472,n380796,513.5,0.20,216/735 (29.4%),307/735 (41.8%)
n380796,n344472,513.5,0.20,216/735 (29.4%),307/735 (41.8%)
n344472,n380806,549.5,0.22,235/878 (26.8%),327/878 (37.2%)
n380806,n344472,549.5,0.22,235/878 (26.8%),327/878 (37.2%)
n344472,n380900,390.0,0.15,212/719 (29.5%),278/719 (38.7%)
n380900,n344472,390.0,0.15,212/719 (29.5%),278/719 (38.7%)
n344472,n380909,455.5,0.18,257/877 (29.3%),331/877 (37.7%)
n380909,n344472,455.5,0.18,257/877 (29.3%),331/877 (37.7%)
n344472,n380977,440.5,0.17,217/741 (29.3%),294/741 (39.7%)
n380977,n344472,440.5,0.17,217/741 (29.3%),294/741 (39.7%)
n344472,n381011,601.0,0.24,274/1027 (26.7%),369/1027 (35.9%)
n381011,n344472,601.0,0.24,274/1027 (26.7%),369/1027 (35.9%)
n344472,n381022,417.0,0.16,212/700 (30.3%),283/700 (40.4%)
n381022,n344472,417.0,0.16,212/700 (30.3%),283/700 (40.4%)
n344472,n381026,472.5,0.19,241/714 (33.8%),311/714 (43.6%)
n381026,n344472,472.5,0.19,241/714 (33.8%),311/714 (43.6%)
n344472,n381037,271.5,0.11,141/418 (33.7%),180/418 (43.1%)
n381037,n344472,271.5,0.11,141/418 (33.7%),180/418 (43.1%)
n344472,n381041,475.5,0.19,231/715 (32.3%),305/715 (42.7%)
n381041,n344472,475.5,0.19,231/715 (32.3%),305/715 (42.7%)
n344472,n381057,512.5,0.20,229/798 (28.7%),332/798 (41.6%)
n381057,n344472,512.5,0.20,229/798 (28.7%),332/798 (41.6%)
n344472,n381071,488.5,0.19,231/785 (29.4%),321/785 (40.9%)
n381071,n344472,488.5,0.19,231/785 (29.4%),321/785 (40.9%)
n344472,n381074,551.5,0.22,240/827 (29.0%),338/827 (40.9%)
n381074,n344472,551.5,0.22,240/827 (29.0%),338/827 (40.9%)
n344472,n381076,581.5,0.23,261/914 (28.6%),358/914 (39.2%)
n381076,n344472,581.5,0.23,261/914 (28.6%),358/914 (39.2%)
n344472,n381078,529.5,0.21,241/904 (26.7%),328/904 (36.3%)
n381078,n344472,529.5,0.21,241/904 (26.7%),328/904 (36.3%)
n344472,n381081,543.0,0.22,267/1069 (25.0%),365/1069 (34.1%)
n381081,n344472,543.0,0.22,267/1069 (25.0%),365/1069 (34.1%)
n344472,n381102,442.0,0.18,196/584 (33.6%),260/584 (44.5%)
n381102,n344472,442.0,0.18,196/584 (33.6%),260/584 (44.5%)
n344472,n381159,515.0,0.20,244/850 (28.7%),330/850 (38.8%)
n381159,n344472,515.0,0.20,244/850 (28.7%),330/850 (38.8%)
n344472,n381184,585.5,0.23,233/763 (30.5%),335/763 (43.9%)
n381184,n344472,585.5,0.23,233/763 (30.5%),335/763 (43.9%)
n344472,n381187,518.0,0.21,250/951 (26.3%),353/951 (37.1%)
n381187,n344472,518.0,0.21,250/951 (26.3%),353/951 (37.1%)
n344472,n381189,500.5,0.20,254/924 (27.5%),333/924 (36.0%)
n381189,n344472,500.5,0.20,254/924 (27.5%),333/924 (36.0%)
n344472,n381200,576.0,0.23,248/922 (26.9%),349/922 (37.9%)
n381200,n344472,576.0,0.23,248/922 (26.9%),349/922 (37.9%)
n344472,n381216,513.0,0.20,227/736 (30.8%),316/736 (42.9%)
n381216,n344472,513.0,0.20,227/736 (30.8%),316/736 (42.9%)
n344472,n381222,453.5,0.18,214/648 (33.0%),286/648 (44.1%)
n381222,n344472,453.5,0.18,214/648 (33.0%),286/648 (44.1%)
n344472,n381231,546.5,0.22,258/954 (27.0%),350/954 (36.7%)
n381231,n344472,546.5,0.22,258/954 (27.0%),350/954 (36.7%)
n344472,n381268,550.5,0.22,220/688 (32.0%),311/688 (45.2%)
n381268,n344472,550.5,0.22,220/688 (32.0%),311/688 (45.2%)
n344472,n381270,583.5,0.23,223/719 (31.0%),319/719 (44.4%)
n381270,n344472,583.5,0.23,223/719 (31.0%),319/719 (44.4%)
n344472,n381272,545.0,0.22,250/892 (28.0%),344/892 (38.6%)
n381272,n344472,545.0,0.22,250/892 (28.0%),344/892 (38.6%)
n344472,n381280,547.0,0.22,256/1007 (25.4%),362/1007 (35.9%)
n381280,n344472,547.0,0.22,256/1007 (25.4%),362/1007 (35.9%)
n344472,n381323,527.0,0.21,253/803 (31.5%),328/803 (40.8%)
n381323,n344472,527.0,0.21,253/803 (31.5%),328/803 (40.8%)
n344472,n381344,555.5,0.22,251/773 (32.5%),336/773 (43.5%)
n381344,n344472,555.5,0.22,251/773 (32.5%),336/773 (43.5%)
n344472,n381351,522.0,0.21,245/980 (25.0%),352/980 (35.9%)
n381351,n344472,522.0,0.21,245/980 (25.0%),352/980 (35.9%)
n344472,n381353,533.0,0.21,228/768 (29.7%),323/768 (42.1%)
n381353,n344472,533.0,0.21,228/768 (29.7%),323/768 (42.1%)
n344472,n381364,528.0,0.21,239/899 (26.6%),339/899 (37.7%)
n381364,n344472,528.0,0.21,239/899 (26.6%),339/899 (37.7%)
n344472,n381375,548.5,0.22,266/924 (28.8%),350/924 (37.9%)
n381375,n344472,548.5,0.22,266/924 (28.8%),350/924 (37.9%)
n344472,n381381,482.0,0.19,227/860 (26.4%),326/860 (37.9%)
n381381,n344472,482.0,0.19,227/860 (26.4%),326/860 (37.9%)
n344472,n381409,546.0,0.22,249/891 (27.9%),352/891 (39.5%)
n381409,n344472,546.0,0.22,249/891 (27.9%),352/891 (39.5%)
n344472,n381414,536.5,0.21,259/1014 (25.5%),358/1014 (35.3%)
n381414,n344472,536.5,0.21,259/1014 (25.5%),358/1014 (35.3%)
n344472,n381417,537.0,0.21,254/879 (28.9%),346/879 (39.4%)
n381417,n344472,537.0,0.21,254/879 (28.9%),346/879 (39.4%)
n344472,n381419,510.0,0.20,236/917 (25.7%),332/917 (36.2%)
n381419,n344472,510.0,0.20,236/917 (25.7%),332/917 (36.2%)
n344472,n381430,567.0,0.23,252/792 (31.8%),335/792 (42.3%)
n381430,n344472,567.0,0.23,252/792 (31.8%),335/792 (42.3%)
n344472,n381431,571.5,0.23,255/914 (27.9%),353/914 (38.6%)
n381431,n344472,571.5,0.23,255/914 (27.9%),353/914 (38.6%)
n344472,n381443,524.0,0.21,238/845 (28.2%),333/845 (39.4%)
n381443,n344472,524.0,0.21,238/845 (28.2%),333/845 (39.4%)
n344472,n381444,596.5,0.24,259/855 (30.3%),360/855 (42.1%)
n381444,n344472,596.5,0.24,259/855 (30.3%),360/855 (42.1%)
n344472,n381464,477.0,0.19,237/804 (29.5%),320/804 (39.8%)
n381464,n344472,477.0,0.19,237/804 (29.5%),320/804 (39.8%)
n344472,n381468,541.5,0.22,249/902 (27.6%),343/902 (38.0%)
n381468,n344472,541.5,0.22,249/902 (27.6%),343/902 (38.0%)
n344472,n381471,534.5,0.21,256/788 (32.5%),343/788 (43.5%)
n381471,n344472,534.5,0.21,256/788 (32.5%),343/788 (43.5%)
n344472,n381509,562.5,0.22,216/726 (29.8%),321/726 (44.2%)
n381509,n344472,562.5,0.22,216/726 (29.8%),321/726 (44.2%)
n344472,n381521,514.0,0.20,259/966 (26.8%),360/966 (37.3%)
n381521,n344472,514.0,0.20,259/966 (26.8%),360/966 (37.3%)
n344472,n381526,524.5,0.21,238/811 (29.3%),336/811 (41.4%)
n381526,n344472,524.5,0.21,238/811 (29.3%),336/811 (41.4%)
n344472,n381557,575.5,0.23,238/835 (28.5%),339/835 (40.6%)
n381557,n344472,575.5,0.23,238/835 (28.5%),339/835 (40.6%)
n344472,n381559,482.5,0.19,249/923 (27.0%),337/923 (36.5%)
n381559,n344472,482.5,0.19,249/923 (27.0%),337/923 (36.5%)
n344472,n381568,442.5,0.18,227/779 (29.1%),303/779 (38.9%)
n381568,n344472,442.5,0.18,227/779 (29.1%),303/779 (38.9%)
n344472,n381580,534.0,0.21,247/808 (30.6%),339/808 (42.0%)
n381580,n344472,534.0,0.21,247/808 (30.6%),339/808 (42.0%)
n344472,n381585,401.0,0.16,195/658 (29.6%),286/658 (43.5%)
n381585,n344472,401.0,0.16,195/658 (29.6%),286/658 (43.5%)
n344472,n381586,362.5,0.14,195/722 (27.0%),283/722 (39.2%)
n381586,n344472,362.5,0.14,195/722 (27.0%),283/722 (39.2%)
n344472,n381616,549.0,0.22,240/764 (31.4%),328/764 (42.9%)
n381616,n344472,549.0,0.22,240/764 (31.4%),328/764 (42.9%)
n344472,n381623,561.5,0.22,255/928 (27.5%),345/928 (37.2%)
n381623,n344472,561.5,0.22,255/928 (27.5%),345/928 (37.2%)
n344472,n381689,579.0,0.23,252/861 (29.3%),351/861 (40.8%)
n381689,n344472,579.0,0.23,252/861 (29.3%),351/861 (40.8%)
n344472,n381696,563.0,0.22,256/887 (28.9%),347/887 (39.1%)
n381696,n344472,563.0,0.22,256/887 (28.9%),347/887 (39.1%)
n344472,n381720,520.5,0.21,248/980 (25.3%),357/980 (36.4%)
n381720,n344472,520.5,0.21,248/980 (25.3%),357/980 (36.4%)
n344472,n381727,455.5,0.18,209/818 (25.6%),311/818 (38.0%)
n381727,n344472,455.5,0.18,209/818 (25.6%),311/818 (38.0%)
n344472,n381754,292.0,0.11,148/519 (28.5%),202/519 (38.9%)
n381754,n344472,292.0,0.11,148/519 (28.5%),202/519 (38.9%)
n344472,n381773,486.0,0.19,242/790 (30.6%),324/790 (41.0%)
n381773,n344472,486.0,0.19,242/790 (30.6%),324/790 (41.0%)
n344472,n381776,235.0,0.09,115/333 (34.5%),148/333 (44.4%)
n381776,n344472,235.0,0.09,115/333 (34.5%),148/333 (44.4%)
n344472,n381782,432.5,0.17,216/688 (31.4%),290/688 (42.2%)
n381782,n344472,432.5,0.17,216/688 (31.4%),290/688 (42.2%)
n344472,n381786,576.0,0.23,239/831 (28.8%),339/831 (40.8%)
n381786,n344472,576.0,0.23,239/831 (28.8%),339/831 (40.8%)
n344472,n381789,533.0,0.21,253/952 (26.6%),347/952 (36.4%)
n381789,n344472,533.0,0.21,253/952 (26.6%),347/952 (36.4%)
n344472,n381793,559.0,0.22,249/835 (29.8%),348/835 (41.7%)
n381793,n344472,559.0,0.22,249/835 (29.8%),348/835 (41.7%)
n344472,n381805,516.0,0.21,241/821 (29.4%),328/821 (40.0%)
n381805,n344472,516.0,0.21,241/821 (29.4%),328/821 (40.0%)
n344472,n381833,533.0,0.21,267/893 (29.9%),352/893 (39.4%)
n381833,n344472,533.0,0.21,267/893 (29.9%),352/893 (39.4%)
n344472,n381838,577.5,0.23,259/884 (29.3%),346/884 (39.1%)
n381838,n344472,577.5,0.23,259/884 (29.3%),346/884 (39.1%)
n344472,n381839,587.0,0.23,257/946 (27.2%),363/946 (38.4%)
n381839,n344472,587.0,0.23,257/946 (27.2%),363/946 (38.4%)
n344472,n381846,517.5,0.21,249/917 (27.2%),351/917 (38.3%)
n381846,n344472,517.5,0.21,249/917 (27.2%),351/917 (38.3%)
n344472,n381878,549.0,0.22,248/943 (26.3%),347/943 (36.8%)
n381878,n344472,549.0,0.22,248/943 (26.3%),347/943 (36.8%)
n344472,n381885,566.5,0.23,262/902 (29.0%),361/902 (40.0%)
n381885,n344472,566.5,0.23,262/902 (29.0%),361/902 (40.0%)
n344472,n381899,483.5,0.19,241/918 (26.3%),340/918 (37.0%)
n381899,n344472,483.5,0.19,241/918 (26.3%),340/918 (37.0%)
n344472,n381912,539.5,0.21,244/955 (25.5%),356/955 (37.3%)
n381912,n344472,539.5,0.21,244/955 (25.5%),356/955 (37.3%)
n344472,n381941,508.0,0.20,235/734 (32.0%),306/734 (41.7%)
n381941,n344472,508.0,0.20,235/734 (32.0%),306/734 (41.7%)
n344472,n381942,493.0,0.20,250/740 (33.8%),327/740 (44.2%)
n381942,n344472,493.0,0.20,250/740 (33.8%),327/740 (44.2%)
n344472,n381945,382.0,0.15,171/523 (32.7%),227/523 (43.4%)
n381945,n344472,382.0,0.15,171/523 (32.7%),227/523 (43.4%)
n344472,n381958,537.0,0.21,249/849 (29.3%),342/849 (40.3%)
n381958,n344472,537.0,0.21,249/849 (29.3%),342/849 (40.3%)
n344472,n381970,545.0,0.22,253/795 (31.8%),334/795 (42.0%)
n381970,n344472,545.0,0.22,253/795 (31.8%),334/795 (42.0%)
n344472,n381979,547.5,0.22,248/928 (26.7%),347/928 (37.4%)
n381979,n344472,547.5,0.22,248/928 (26.7%),347/928 (37.4%)
n344472,n381981,518.5,0.21,249/840 (29.6%),332/840 (39.5%)
n381981,n344472,518.5,0.21,249/840 (29.6%),332/840 (39.5%)
n344472,n381993,546.5,0.22,255/944 (27.0%),356/944 (37.7%)
n381993,n344472,546.5,0.22,255/944 (27.0%),356/944 (37.7%)
n344472,n382000,381.5,0.15,180/533 (33.8%),232/533 (43.5%)
n382000,n344472,381.5,0.15,180/533 (33.8%),232/533 (43.5%)
n344472,n382009,407.0,0.16,253/868 (29.1%),312/868 (35.9%)
n382009,n344472,407.0,0.16,253/868 (29.1%),312/868 (35.9%)
n344472,n382014,579.5,0.23,237/790 (30.0%),333/790 (42.2%)
n382014,n344472,579.5,0.23,237/790 (30.0%),333/790 (42.2%)
n344472,n382015,515.5,0.20,227/870 (26.1%),335/870 (38.5%)
n382015,n344472,515.5,0.20,227/870 (26.1%),335/870 (38.5%)
n344472,n382037,237.0,0.09,114/388 (29.4%),156/388 (40.2%)
n382037,n344472,237.0,0.09,114/388 (29.4%),156/388 (40.2%)
n344472,n382059,560.5,0.22,230/830 (27.7%),326/830 (39.3%)
n382059,n344472,560.5,0.22,230/830 (27.7%),326/830 (39.3%)
n344472,n382060,556.0,0.22,263/988 (26.6%),367/988 (37.1%)
n382060,n344472,556.0,0.22,263/988 (26.6%),367/988 (37.1%)
n344472,n382061,556.0,0.22,263/988 (26.6%),367/988 (37.1%)
n382061,n344472,556.0,0.22,263/988 (26.6%),367/988 (37.1%)
n344472,n382064,519.5,0.21,234/895 (26.1%),340/895 (38.0%)
n382064,n344472,519.5,0.21,234/895 (26.1%),340/895 (38.0%)
n344472,n382077,531.5,0.21,252/908 (27.8%),361/908 (39.8%)
n382077,n344472,531.5,0.21,252/908 (27.8%),361/908 (39.8%)
n344472,n382083,541.5,0.22,253/890 (28.4%),353/890 (39.7%)
n382083,n344472,541.5,0.22,253/890 (28.4%),353/890 (39.7%)
n344472,n382094,569.5,0.23,246/812 (30.3%),350/812 (43.1%)
n382094,n344472,569.5,0.23,246/812 (30.3%),350/812 (43.1%)
n344472,n382105,484.0,0.19,221/762 (29.0%),312/762 (40.9%)
n382105,n344472,484.0,0.19,221/762 (29.0%),312/762 (40.9%)
n344472,n382131,559.5,0.22,246/804 (30.6%),343/804 (42.7%)
n382131,n344472,559.5,0.22,246/804 (30.6%),343/804 (42.7%)
n344472,n382143,531.0,0.21,246/835 (29.5%),331/835 (39.6%)
n382143,n344472,531.0,0.21,246/835 (29.5%),331/835 (39.6%)
n344472,n382148,530.0,0.21,223/724 (30.8%),318/724 (43.9%)
n382148,n344472,530.0,0.21,223/724 (30.8%),318/724 (43.9%)
n344472,n382149,388.5,0.15,182/580 (31.4%),251/580 (43.3%)
n382149,n344472,388.5,0.15,182/580 (31.4%),251/580 (43.3%)
n344472,n382181,534.5,0.21,247/916 (27.0%),346/916 (37.8%)
n382181,n344472,534.5,0.21,247/916 (27.0%),346/916 (37.8%)
n344472,n382184,549.5,0.22,245/855 (28.7%),339/855 (39.6%)
n382184,n344472,549.5,0.22,245/855 (28.7%),339/855 (39.6%)
n344472,n382207,523.0,0.21,254/1032 (24.6%),361/1032 (35.0%)
n382207,n344472,523.0,0.21,254/1032 (24.6%),361/1032 (35.0%)
n344472,n382220,557.5,0.22,264/946 (27.9%),360/946 (38.1%)
n382220,n344472,557.5,0.22,264/946 (27.9%),360/946 (38.1%)
n344472,n382224,530.0,0.21,266/979 (27.2%),369/979 (37.7%)
n382224,n344472,530.0,0.21,266/979 (27.2%),369/979 (37.7%)
n344472,n382231,525.5,0.21,249/827 (30.1%),332/827 (40.1%)
n382231,n344472,525.5,0.21,249/827 (30.1%),332/827 (40.1%)
n344472,n382233,503.0,0.20,238/855 (27.8%),335/855 (39.2%)
n382233,n344472,503.0,0.20,238/855 (27.8%),335/855 (39.2%)
n344472,n382276,512.0,0.20,271/1017 (26.6%),359/1017 (35.3%)
n382276,n344472,512.0,0.20,271/1017 (26.6%),359/1017 (35.3%)
n344472,n382286,495.0,0.20,257/936 (27.5%),349/936 (37.3%)
n382286,n344472,495.0,0.20,257/936 (27.5%),349/936 (37.3%)
n344472,n382312,509.5,0.20,247/1010 (24.5%),348/1010 (34.5%)
n382312,n344472,509.5,0.20,247/1010 (24.5%),348/1010 (34.5%)
n344472,n382317,555.5,0.22,221/766 (28.9%),312/766 (40.7%)
n382317,n344472,555.5,0.22,221/766 (28.9%),312/766 (40.7%)
n344472,n382328,525.0,0.21,227/817 (27.8%),331/817 (40.5%)
n382328,n344472,525.0,0.21,227/817 (27.8%),331/817 (40.5%)
n344472,n382330,540.5,0.22,235/728 (32.3%),326/728 (44.8%)
n382330,n344472,540.5,0.22,235/728 (32.3%),326/728 (44.8%)
n344472,n382350,559.5,0.22,244/939 (26.0%),345/939 (36.7%)
n382350,n344472,559.5,0.22,244/939 (26.0%),345/939 (36.7%)
n344472,n382428,384.5,0.15,188/582 (32.3%),254/582 (43.6%)
n382428,n344472,384.5,0.15,188/582 (32.3%),254/582 (43.6%)
n344472,n382440,550.0,0.22,265/898 (29.5%),353/898 (39.3%)
n382440,n344472,550.0,0.22,265/898 (29.5%),353/898 (39.3%)
n344472,n382464,522.5,0.21,252/947 (26.6%),358/947 (37.8%)
n382464,n344472,522.5,0.21,252/947 (26.6%),358/947 (37.8%)
n344472,n382474,507.0,0.20,231/647 (35.7%),308/647 (47.6%)
n382474,n344472,507.0,0.20,231/647 (35.7%),308/647 (47.6%)
n344472,n382487,447.0,0.18,224/685 (32.7%),278/685 (40.6%)
n382487,n344472,447.0,0.18,224/685 (32.7%),278/685 (40.6%)
n344472,n382490,553.5,0.22,222/711 (31.2%),303/711 (42.6%)
n382490,n344472,553.5,0.22,222/711 (31.2%),303/711 (42.6%)
n344472,n382495,435.0,0.17,186/557 (33.4%),241/557 (43.3%)
n382495,n344472,435.0,0.17,186/557 (33.4%),241/557 (43.3%)
n344472,n382497,533.0,0.21,261/838 (31.1%),343/838 (40.9%)
n382497,n344472,533.0,0.21,261/838 (31.1%),343/838 (40.9%)
n344472,n382502,517.0,0.21,247/952 (25.9%),340/952 (35.7%)
n382502,n344472,517.0,0.21,247/952 (25.9%),340/952 (35.7%)
n344472,n382507,458.5,0.18,229/776 (29.5%),312/776 (40.2%)
n382507,n344472,458.5,0.18,229/776 (29.5%),312/776 (40.2%)
n344472,n382508,582.0,0.23,270/1176 (23.0%),379/1176 (32.2%)
n382508,n344472,582.0,0.23,270/1176 (23.0%),379/1176 (32.2%)
n344472,n382511,515.5,0.20,215/706 (30.5%),317/706 (44.9%)
n382511,n344472,515.5,0.20,215/706 (30.5%),317/706 (44.9%)
n344472,n382512,521.0,0.21,257/824 (31.2%),341/824 (41.4%)
